ar;val;kod;namn;ogiltiga_ej_anmalda;blanka;ogiltiga_ovriga;kalla_fil
2018;rd;14805171;Askim-Frölunda-Högsbo, Frölunda;1;3;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805172;Askim-Frölunda-Högsbo, Frölunda Torg;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805173;Askim-Frölunda-Högsbo, Gånglåten;0;10;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805174;Askim-Frölunda-Högsbo, Mandolingatan;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805181;Västra Göteborg, Korsåsen;1;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805182;Västra Göteborg, Ängås;1;13;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805191;Västra Göteborg, Önnered, Västra;2;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805192;Västra Göteborg, Önnered, Östra;0;5;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805201;Västra Göteborg, Grevegården;1;14;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805202;Västra Göteborg, Skattegården;1;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805211;Västra Göteborg, Näset, Norra;0;2;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805212;Västra Göteborg, Näset, Södra;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805213;Västra Göteborg, Välen;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805214;Västra Göteborg, Åkered;0;2;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805221;Västra Göteborg, Opaltorget, Norra;1;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805222;Västra Göteborg, Opaltorget, Södra;0;13;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805231;Askim-Frölunda-Högsbo, Askim;0;2;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805232;Askim-Frölunda-Högsbo, Hovås, Norra;1;7;2;2018_R_per_valdistrikt.xlsx
2018;rd;14805233;Askim-Frölunda-Högsbo, Hult;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805234;Askim-Frölunda-Högsbo, Pilegården;1;14;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805235;Askim-Frölunda-Högsbo, Sisjön, N;0;1;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805236;Askim-Frölunda-Högsbo, Sisjön, S;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805237;Askim-Frölunda-Högsbo, Sisjön, V;0;10;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805241;Askim-Frölunda-Högsbo, Hovås, Södra;1;2;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805242;Askim-Frölunda-Högsbo, Trollåsen;0;2;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805251;Askim-Frölunda-Högsbo, Billdal, N;2;3;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805252;Askim-Frölunda-Högsbo, Billdal, S;0;1;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805253;Askim-Frölunda-Högsbo, Brottkärr;1;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805254;Askim-Frölunda-Högsbo, Lindås;1;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805255;Askim-Frölunda-Högsbo, Lyckhem;0;4;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805256;Askim-Frölunda-Högsbo, Nygård;1;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805257;Askim-Frölunda-Högsbo, Skintebo;0;2;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805258;Askim-Frölunda-Högsbo, Uggleberget;0;0;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806011;Angered, Lövgärdet, Nedre;0;8;1;2018_R_per_valdistrikt.xlsx
2018;rd;14806012;Angered, Lövgärdet, Övre;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806013;Angered, Lövgärdets Centrum;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806021;Angered, Rannebergen, Norra;0;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806022;Angered, Rannebergen, Södra;1;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806031;Angered, Gårdsten, Norra;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806032;Angered, Gårdsten, Södra;1;2;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806033;Angered, Gårdsten, Västra;0;9;2;2018_R_per_valdistrikt.xlsx
2018;rd;14806034;Angered, Gårdsten, Östra;1;2;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806041;Angered, Angereds Centrum;0;4;4;2018_R_per_valdistrikt.xlsx
2018;rd;14806042;Angered, Trägårdsgärdet;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806051;Angered, Agnesberg;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806061;Angered, Hammarkullen, Centrum;1;3;1;2018_R_per_valdistrikt.xlsx
2018;rd;14806062;Angered, Hammarkullen, Västra;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806063;Angered, Hammarkullen, Östra;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806064;Angered, Sandeslätt;0;8;1;2018_R_per_valdistrikt.xlsx
2018;rd;14806101;Angered, Gunnilse-Linnarhult;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806111;Angered, Bergum;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806112;Angered, Björsared;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806113;Angered, Olofstorp;0;13;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806121;Angered, Bläsebo;1;1;1;2018_R_per_valdistrikt.xlsx
2018;rd;14806122;Angered, Hjällbo, Norra;0;2;1;2018_R_per_valdistrikt.xlsx
2018;rd;14806123;Angered, Hjällbo, Södra;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806124;Angered, Skolspåret;0;1;0;2018_R_per_valdistrikt.xlsx
2018;rd;14806131;Angered, Eriksbo;1;11;3;2018_R_per_valdistrikt.xlsx
2018;rd;14807011;Västra Hisingen, Biskopsgården, N;0;6;2;2018_R_per_valdistrikt.xlsx
2018;rd;14807012;Västra Hisingen, Svarte Mosse;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807021;Västra Hisingen, Länsmansgården, C;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14807022;Västra Hisingen, Länsmansgården, N;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807023;Västra Hisingen, Länsmansgården, S;0;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807031;Västra Hisingen, Länsmansgården, Ö;1;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807032;Västra Hisingen, Svartedalen, Norra;1;6;1;2018_R_per_valdistrikt.xlsx
2018;rd;14807041;Västra Hisingen, Andalen;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807042;Västra Hisingen, Gossbydal-Trånget;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807043;Västra Hisingen, Hjuvik;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807044;Västra Hisingen, Hällsvik;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807051;Västra Hisingen, Amhult-Arendal;2;13;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807052;Västra Hisingen, Domarringen m fl;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807053;Västra Hisingen, Nolered;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14807054;Västra Hisingen, Torslanda;0;15;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807055;Västra Hisingen, Torslanda Torg;1;6;1;2018_R_per_valdistrikt.xlsx
2018;rd;14807056;Västra Hisingen, Tumlehed;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807061;Västra Hisingen, Björlanda;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807062;Västra Hisingen, Kvisljungeby;0;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807063;Västra Hisingen, Lilleby;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807064;Västra Hisingen, Nolvik;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807065;Västra Hisingen, Älvegården m fl;0;1;1;2018_R_per_valdistrikt.xlsx
2018;rd;14807081;Västra Hisingen, Biskopsgården, S;0;8;4;2018_R_per_valdistrikt.xlsx
2018;rd;14807082;Västra Hisingen, Treröset;1;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807083;Västra Hisingen, Vårväderstorget;1;12;1;2018_R_per_valdistrikt.xlsx
2018;rd;14807084;Västra Hisingen, Väderlekstorget;0;5;1;2018_R_per_valdistrikt.xlsx
2018;rd;14807091;Västra Hisingen, Jättesten;3;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807092;Västra Hisingen, Kärrmossen;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807093;Västra Hisingen, Svartedalen, Södra;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14807094;Västra Hisingen, Önskevädersg. m fl;0;2;0;2018_R_per_valdistrikt.xlsx
