kod_2018;namn_2018;kod_2014_troligast;namn_2014;typ;belagg;kalla
14801031;Majorna-Linné, Chapmans Torg;14801034;Majorna-Linné, Majorna;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801034 42.8 procent av 2014-distriktet, 14801036 26.5 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801034 (Majorna-Linné, Majorna) täcker 71.5 procent av det nya distriktet, 10.7 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801032;Majorna-Linné, Godhem;14801031;Majorna-Linné, Godhem;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801031 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801031 (Majorna-Linné, Godhem) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801033;Majorna-Linné, Gråberget, Västra;14801032;Majorna-Linné, Gråberget;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801032 45.5 procent av 2014-distriktet, 14801035 16.8 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801032 (Majorna-Linné, Gråberget) täcker 58.1 procent av det nya distriktet, 41.6 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801034;Majorna-Linné, Gråberget, Östra;14801032;Majorna-Linné, Gråberget;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801032 54.5 procent av 2014-distriktet, 14801036 11.3 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801032 (Majorna-Linné, Gråberget) täcker 93.3 procent av det nya distriktet, 58.4 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801035;Majorna-Linné, Hängmattan;14801033;Majorna-Linné, Hängmattan;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801033 76.1 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801033 (Majorna-Linné, Hängmattan) täcker 100.0 procent av det nya distriktet, 71.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801036;Majorna-Linné, Majorna;14801034;Majorna-Linné, Majorna;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801034 57.2 procent av 2014-distriktet, 14801033 23.9 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801034 (Majorna-Linné, Majorna) täcker 92.9 procent av det nya distriktet, 89.3 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801037;Majorna-Linné, Marieberg;14801035;Majorna-Linné, Marieberg;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801035 83.2 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801035 (Majorna-Linné, Marieberg) täcker 100.0 procent av det nya distriktet, 54.5 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801038;Majorna-Linné, Slottsskogsgatan m fl;14801036;Majorna-Linné, Slottsskogsgatan m fl;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801036 62.2 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801036 (Majorna-Linné, Slottsskogsgatan m fl) täcker 100.0 procent av det nya distriktet, 81.3 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801041;Majorna-Linné, Djurgårdsgatan m fl;14801041;Majorna-Linné, Djurgårdsgatan m fl;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801041 70.6 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801041 (Majorna-Linné, Djurgårdsgatan m fl) täcker 100.0 procent av det nya distriktet, 61.2 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801042;Majorna-Linné, Gatenhielmska;14801042;Majorna-Linné, Gatenhielmska;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801042 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801042 (Majorna-Linné, Gatenhielmska) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801043;Majorna-Linné, Karl Johans torg;14801044;Majorna-Linné, Söderlingska ängen;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801044 44.5 procent av 2014-distriktet, 14801043 32.1 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801044 (Majorna-Linné, Söderlingska ängen) täcker 59.5 procent av det nya distriktet, 62.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801044;Majorna-Linné, Klareborgsgatan m fl;14801043;Majorna-Linné, Karl Johans torg;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801043 67.9 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801043 (Majorna-Linné, Karl Johans torg) täcker 100.0 procent av det nya distriktet, 53.4 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801045;Majorna-Linné, Söderlingska ängen;14801044;Majorna-Linné, Söderlingska ängen;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801044 55.5 procent av 2014-distriktet, 14801041 29.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801044 (Majorna-Linné, Söderlingska ängen) täcker 58.4 procent av det nya distriktet, 38.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801051;Majorna-Linné, Masthugget, Nedre;14801051;Majorna-Linné, Masthugget, Nedre;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801051 76.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801051 (Majorna-Linné, Masthugget, Nedre) täcker 100.0 procent av det nya distriktet, 73.5 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801052;Majorna-Linné, Masthugget, Övre;14801052;Majorna-Linné, Masthugget, Övre;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801052 62.5 procent av 2014-distriktet, 14801056 21.9 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801052 (Majorna-Linné, Masthugget, Övre) täcker 65.7 procent av det nya distriktet, 70.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801053;Majorna-Linné, Masthuggstorget;14801053;Majorna-Linné, Masthuggstorget;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801053 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801053 (Majorna-Linné, Masthuggstorget) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801054;Majorna-Linné, Oscar Fredrik;14801054;Majorna-Linné, Oscar Fredrik;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801054 57.5 procent av 2014-distriktet, 14801051 23.6 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801054 (Majorna-Linné, Oscar Fredrik) täcker 66.6 procent av det nya distriktet, 64.9 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801055;Majorna-Linné, Sjömansgatan m fl;14801052;Majorna-Linné, Masthugget, Övre;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801054 42.5 procent av 2014-distriktet, 14801052 37.5 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801052 (Majorna-Linné, Masthugget, Övre) täcker 52.5 procent av det nya distriktet, 29.9 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801056;Majorna-Linné, Slottsskogen;14801055;Majorna-Linné, Slottsskogen;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801055 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801055 (Majorna-Linné, Slottsskogen) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801057;Majorna-Linné, Stigberget;14801056;Majorna-Linné, Stigberget;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801056 78.1 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801056 (Majorna-Linné, Stigberget) täcker 100.0 procent av det nya distriktet, 78.1 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801058;Majorna-Linné, Vegastaden;14801057;Majorna-Linné, Vegastaden;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801057 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801057 (Majorna-Linné, Vegastaden) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801061;Majorna-Linné, Änggården;14801061;Majorna-Linné, Änggården;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801061 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801061 (Majorna-Linné, Änggården) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801071;Majorna-Linné, Haga Västra;14801071;Majorna-Linné, Haga;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801071 71.2 procent av 2014-distriktet, 14801072 1.5 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801071 (Majorna-Linné, Haga) täcker 63.7 procent av det nya distriktet, 78.2 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801072;Majorna-Linné, Haga Östra;14801072;Majorna-Linné, Skansberget;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801072 60.1 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801072 (Majorna-Linné, Skansberget) täcker 96.5 procent av det nya distriktet, 52.9 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801073;Majorna-Linné, Skansberget;14801072;Majorna-Linné, Skansberget;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801072 38.4 procent av 2014-distriktet, 14801071 28.8 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801072 (Majorna-Linné, Skansberget) täcker 82.2 procent av det nya distriktet, 29.9 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801081;Majorna-Linné, Annedal, Norra;14801082;Majorna-Linné, Nilssonsberg;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801081 41.2 procent av 2014-distriktet, 14801082 25.6 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801082 (Majorna-Linné, Nilssonsberg) täcker 56.8 procent av det nya distriktet, 46.8 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801082;Majorna-Linné, Annedal, Södra;14801081;Majorna-Linné, Annedal;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801081 58.8 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801081 (Majorna-Linné, Annedal) täcker 100.0 procent av det nya distriktet, 78.9 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801083;Majorna-Linné, Nilssonsberg;14801082;Majorna-Linné, Nilssonsberg;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801082 74.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801082 (Majorna-Linné, Nilssonsberg) täcker 100.0 procent av det nya distriktet, 53.2 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801091;Majorna-Linné, Kommendantsängen;14801091;Majorna-Linné, Kommendantsängen;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801091 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801091 (Majorna-Linné, Kommendantsängen) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801092;Majorna-Linné, Linné;14801092;Majorna-Linné, Linné;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801092 56.0 procent av 2014-distriktet, 14801095 31.7 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801092 (Majorna-Linné, Linné) täcker 62.6 procent av det nya distriktet, 49.9 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801093;Majorna-Linné, Linnéplatsen;14801093;Majorna-Linné, Linnéplatsen;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801093 100.0 procent av 2014-distriktet, 14801095 20.7 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801093 (Majorna-Linné, Linnéplatsen) täcker 82.2 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801094;Majorna-Linné, Långgatorna;14801094;Majorna-Linné, Långgatorna;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801094 64.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801094 (Majorna-Linné, Långgatorna) täcker 100.0 procent av det nya distriktet, 93.3 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801095;Majorna-Linné, Olivedal;14801095;Majorna-Linné, Olivedal;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801095 47.5 procent av 2014-distriktet, 14801092 16.3 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801095 (Majorna-Linné, Olivedal) täcker 82.9 procent av det nya distriktet, 62.4 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801096;Majorna-Linné, Plantagegatan, m fl;14801092;Majorna-Linné, Linné;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801094 36.0 procent av 2014-distriktet, 14801092 27.7 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801092 (Majorna-Linné, Linné) täcker 52.8 procent av det nya distriktet, 34.3 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801097;Majorna-Linné, Risåsen;14801096;Majorna-Linné, Risåsen;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801096 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801096 (Majorna-Linné, Risåsen) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801098;Majorna-Linné, Sveaplan;14801097;Majorna-Linné, Sveaplan;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801097 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801097 (Majorna-Linné, Sveaplan) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801100;Centrum, Framnäs;14801101;Centrum, Framnäs;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801103 36.7 procent av 2014-distriktet, 14801101 31.3 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801101 (Centrum, Framnäs) täcker 53.8 procent av det nya distriktet, 36.8 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801101;Centrum, Fredriksdal;14801102;Centrum, Fredriksdal;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801102 64.2 procent av 2014-distriktet, 14801107 12.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801102 (Centrum, Fredriksdal) täcker 90.7 procent av det nya distriktet, 38.8 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801102;Centrum, Fridkullagatan m fl;14801107;Centrum, Mossen;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 4 källa eller källor: 14801103 48.8 procent av 2014-distriktet, 14801107 16.6 procent av 2014-distriktet, 14801101 9.8 procent av 2014-distriktet, 14801106 8.3 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801107 (Centrum, Mossen) täcker 47.5 procent av det nya distriktet, 76.6 procent av det gamla ligger där, 3 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801103;Centrum, Getebergsäng;14801104;Centrum, Getebergsäng;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801104 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801104 (Centrum, Getebergsäng) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801104;Centrum, Kristinehöjd, Västra;14801105;Centrum, Kristinehöjd;namnbyte;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801105 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801105 (Centrum, Kristinehöjd) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801105;Centrum, Kristinehöjd, Östra;14801106;Centrum, Krokslätt;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801106 91.7 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801106 (Centrum, Krokslätt) täcker 100.0 procent av det nya distriktet, 94.4 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801106;Centrum, Krokslätt, Norra;14801101;Centrum, Framnäs;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801101 58.9 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801101 (Centrum, Framnäs) täcker 100.0 procent av det nya distriktet, 58.6 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801107;Centrum, Krokslätt, Södra;14801102;Centrum, Fredriksdal;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801102 35.8 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801102 (Centrum, Fredriksdal) täcker 100.0 procent av det nya distriktet, 60.9 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801108;Centrum, Mossen;14801107;Centrum, Mossen;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801107 71.0 procent av 2014-distriktet, 14801103 14.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801107 (Centrum, Mossen) täcker 83.4 procent av det nya distriktet, 13.4 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801109;Centrum, Olofshöjd;14801108;Centrum, Olofshöjd;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801108 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801108 (Centrum, Olofshöjd) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801111;Centrum, Eklanda Norra;14801111;Centrum, Eklanda;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801111 60.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801111 (Centrum, Eklanda) täcker 100.0 procent av det nya distriktet, 67.2 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
