ar;val;riksdagsvalkrets_id;riksdagsvalkrets_namn;kommun_id;kommun_namn;valdistrikt_id;valdistrikt_namn;Män/Svenska medborgare/18-29 förstagångsväljare;Kvinnor/Svenska medborgare/18-29 förstagångsväljare;Män/Ej svenska medborgare/18-29 förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 förstagångsväljare;Män/Svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Svenska medborgare/18-29 ej förstagångsväljare;Män/Ej svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 ej förstagångsväljare;Män/Svenska medborgare/30-49;Kvinnor/Svenska medborgare/30-49;Män/Ej svenska medborgare/30-49;Kvinnor/Ej svenska medborgare/30-49;Män/Svenska medborgare/50-64;Kvinnor/Svenska medborgare/50-64;Män/Ej svenska medborgare/50-64;Kvinnor/Ej svenska medborgare/50-64;Män/Svenska medborgare/65-;Kvinnor/Svenska medborgare/65-;Män/Ej svenska medborgare/65-;Kvinnor/Ej svenska medborgare/65-;totalt
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801055;Majorna-Linné, Slottsskogen;13;22;0;0;80;94;0;0;192;209;0;0;109;102;0;0;106;185;0;0;1112
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801056;Majorna-Linné, Stigberget;39;46;0;0;167;145;0;0;294;261;0;0;160;143;0;0;86;135;0;0;1476
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801057;Majorna-Linné, Vegastaden;25;24;0;0;119;137;0;0;241;221;0;0;126;149;0;0;76;133;0;0;1251
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801061;Majorna-Linné, Änggården;43;43;0;0;85;63;0;0;139;160;0;0;150;149;0;0;141;212;0;0;1185
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801071;Majorna-Linné, Haga;52;39;0;0;79;94;0;0;335;353;0;0;229;265;0;0;127;190;0;0;1763
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801072;Majorna-Linné, Skansberget;56;43;0;0;75;98;0;0;319;366;0;0;191;234;0;0;87;111;0;0;1580
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801081;Majorna-Linné, Annedal;38;21;0;0;220;219;0;0;361;349;0;0;133;211;0;0;169;349;0;0;2070
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801082;Majorna-Linné, Nilssonsberg;27;30;0;0;163;160;0;0;307;290;0;0;192;203;0;0;177;267;0;0;1816
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801091;Majorna-Linné, Kommendantsängen;17;22;0;0;81;136;0;0;301;255;0;0;131;149;0;0;83;107;0;0;1282
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801092;Majorna-Linné, Linné;25;39;0;0;99;136;0;0;315;264;0;0;160;186;0;0;120;155;0;0;1499
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801093;Majorna-Linné, Linnéplatsen;21;17;0;0;83;89;0;0;183;183;0;0;111;156;0;0;109;117;0;0;1069
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801094;Majorna-Linné, Långgatorna;26;33;0;0;205;200;0;0;341;312;0;0;190;180;0;0;99;125;0;0;1711
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801095;Majorna-Linné, Olivedal;37;44;0;0;144;167;0;0;337;317;0;0;164;220;0;0;115;137;0;0;1682
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801096;Majorna-Linné, Risåsen;15;29;0;0;155;171;0;0;238;210;0;0;93;108;0;0;47;79;0;0;1145
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801097;Majorna-Linné, Sveaplan;16;26;0;0;69;90;0;0;229;187;0;0;168;190;0;0;167;226;0;0;1368
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801101;Centrum, Framnäs;40;49;0;0;194;233;0;0;294;262;0;0;100;92;0;0;76;185;0;0;1525
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801102;Centrum, Fredriksdal;38;24;0;0;125;126;0;0;169;154;0;0;94;95;0;0;80;101;0;0;1006
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801103;Centrum, Fridkullagatan m fl;46;41;0;0;256;220;0;0;228;235;0;0;104;119;0;0;82;130;0;0;1461
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801104;Centrum, Getebergsäng;31;33;0;0;152;172;0;0;286;251;0;0;120;158;0;0;120;147;0;0;1470
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801105;Centrum, Kristinehöjd;17;18;0;0;200;242;0;0;274;235;0;0;93;85;0;0;64;106;0;0;1334
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801106;Centrum, Krokslätt;35;35;0;0;120;137;0;0;231;214;0;0;148;159;0;0;123;167;0;0;1369
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801107;Centrum, Mossen;90;84;0;0;382;289;0;0;65;65;0;0;27;30;0;0;27;35;0;0;1094
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801108;Centrum, Olofshöjd;116;62;0;0;275;166;0;0;82;36;0;0;17;16;0;0;12;9;0;0;791
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801111;Centrum, Eklanda;42;35;0;0;358;334;0;0;326;223;0;0;73;104;0;0;84;124;0;0;1703
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801112;Centrum, Johanneberg, Nedre;78;68;0;0;333;320;0;0;223;199;0;0;174;200;0;0;145;194;0;0;1934
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801113;Centrum, Johanneberg, Södra;33;33;0;0;253;268;0;0;298;228;0;0;92;96;0;0;72;102;0;0;1475
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801114;Centrum, Johanneberg, Övre;72;52;0;0;231;218;0;0;253;209;0;0;131;135;0;0;96;169;0;0;1566
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801121;Centrum, Landala;26;36;0;0;126;159;0;0;239;217;0;0;117;152;0;0;114;174;0;0;1360
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801122;Centrum, Landalabergen m fl;27;31;0;0;109;148;0;0;270;257;0;0;134;177;0;0;123;228;0;0;1504
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801123;Centrum, Landalagången m fl;25;20;0;0;149;184;0;0;150;136;0;0;92;94;0;0;107;177;0;0;1134
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801131;Centrum, Doktor Forselius gata m fl;61;49;0;0;162;127;0;0;213;226;0;0;104;123;0;0;107;154;0;0;1326
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801132;Centrum, Guldheden vattentornet;42;26;0;0;174;164;0;0;330;294;0;0;147;176;0;0;140;194;0;0;1687
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801133;Centrum, Guldheden, Centrala;22;36;0;0;128;151;0;0;231;198;0;0;97;111;0;0;76;139;0;0;1189
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801134;Centrum, Guldheden, Norra;32;30;0;0;135;144;0;0;344;261;0;0;100;140;0;0;88;162;0;0;1436
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801135;Centrum, Guldheden, Södra;25;37;0;0;147;155;0;0;248;222;0;0;95;117;0;0;92;154;0;0;1292
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801136;Centrum, Landala Egnahem;31;30;0;0;195;196;0;0;212;205;0;0;84;115;0;0;99;137;0;0;1304
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801141;Centrum, Lorensberg;43;34;0;0;133;133;0;0;228;218;0;0;229;230;0;0;252;317;0;0;1817
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801151;Centrum, Valand;31;34;0;0;102;124;0;0;209;176;0;0;130;130;0;0;121;122;0;0;1179
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801152;Centrum, Vasastaden, Norra;35;37;0;0;165;158;0;0;317;271;0;0;174;134;0;0;95;125;0;0;1511
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801153;Centrum, Vasastaden, Södra;36;42;0;0;187;165;0;0;312;269;0;0;163;198;0;0;139;200;0;0;1711
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801154;Centrum, Vasastaden, Östra;45;45;0;0;113;120;0;0;312;269;0;0;180;169;0;0;119;119;0;0;1491
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801161;Centrum, Inom Vallgraven;34;34;0;0;153;181;0;0;394;301;0;0;278;235;0;0;132;150;0;0;1892
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801162;Centrum, Nordstan-Otterhällan;37;37;0;0;195;191;0;0;330;243;0;0;207;209;0;0;155;152;0;0;1756
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801171;Centrum, Friggagatan-Stampen;9;28;0;0;144;139;0;0;311;259;0;0;139;153;0;0;108;150;0;0;1440
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801172;Centrum, Gullbergsvass-Svingeln;28;52;0;0;332;386;0;0;369;280;0;0;83;72;0;0;39;33;0;0;1674
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801173;Centrum, Gårda, Norra;21;21;0;0;132;158;0;0;261;187;0;0;111;116;0;0;58;45;0;0;1110
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801174;Centrum, Odinsgatan-Stampen;34;33;0;0;200;187;0;0;270;208;0;0;157;169;0;0;155;206;0;0;1619
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801181;Centrum, Bohusgatan m fl;32;26;0;0;68;88;0;0;228;220;0;0;200;217;0;0;166;206;0;0;1451
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801182;Centrum, Gårda, Södra;39;43;0;0;208;190;0;0;177;113;0;0;77;71;0;0;101;164;0;0;1183
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801183;Centrum, Heden;23;29;0;0;96;95;0;0;251;251;0;0;163;171;0;0;143;172;0;0;1394
2014;rd;16;Göteborgs kommun;1480;Göteborg;14801184;Centrum, Hedås;20;35;0;0;105;83;0;0;209;180;0;0;147;162;0;0;109;153;0;0;1203
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802011;Örgryte-Härlanda, Gubbero;12;18;0;0;160;178;0;0;269;224;0;0;73;79;0;0;68;138;0;0;1219
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802012;Örgryte-Härlanda, Olskroken;38;23;0;0;111;133;0;0;232;237;0;0;133;146;0;0;110;164;0;0;1327
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802013;Örgryte-Härlanda, Redberget;25;27;0;0;139;177;0;0;275;250;0;0;77;98;0;0;43;46;0;0;1157
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802014;Örgryte-Härlanda, Redbergsplatsen;14;17;0;0;108;121;0;0;221;202;0;0;106;124;0;0;88;170;0;0;1171
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802021;Örgryte-Härlanda, Bagaregården;29;28;0;0;83;113;0;0;245;237;0;0;96;136;0;0;27;37;0;0;1031
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802022;Örgryte-Härlanda, Ånäs;23;28;0;0;136;178;0;0;266;242;0;0;85;117;0;0;48;44;0;0;1167
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802031;Örgryte-Härlanda, Redbergslid;24;46;0;0;206;226;0;0;300;266;0;0;151;164;0;0;118;160;0;0;1661
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802032;Örgryte-Härlanda, Strömmensberg;27;32;0;0;148;210;0;0;245;215;0;0;127;125;0;0;87;164;0;0;1380
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802041;Örgryte-Härlanda, Kallebäck, Västra;48;39;0;0;156;149;0;0;166;143;0;0;96;104;0;0;129;211;0;0;1241
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802042;Örgryte-Härlanda, Kallebäck, Östra;29;38;0;0;174;213;0;0;356;281;0;0;124;156;0;0;109;173;0;0;1653
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802051;Örgryte-Härlanda, Jakobsdal;35;38;0;0;128;101;0;0;236;240;0;0;157;185;0;0;124;148;0;0;1392
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802052;Örgryte-Härlanda, Skår, Norra;49;42;0;0;48;76;0;0;134;153;0;0;158;161;0;0;124;122;0;0;1067
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802053;Örgryte-Härlanda, Skår, Södra;41;54;0;0;64;88;0;0;184;196;0;0;172;162;0;0;110;111;0;0;1182
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802061;Örgryte-Härlanda, Bö;34;40;0;0;54;55;0;0;171;177;0;0;109;145;0;0;85;112;0;0;982
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802062;Örgryte-Härlanda, Örgryte;36;43;0;0;74;75;0;0;117;148;0;0;114;125;0;0;110;129;0;0;971
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802071;Örgryte-Härlanda, Torp;37;37;0;0;157;180;0;0;311;328;0;0;153;207;0;0;154;261;0;0;1825
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802081;Örgryte-Härlanda, Kärralund;69;66;0;0;129;152;0;0;294;316;0;0;212;208;0;0;119;146;0;0;1711
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802082;Örgryte-Härlanda, Lunden, Gamla;21;42;0;0;227;260;0;0;290;284;0;0;107;103;0;0;66;81;0;0;1481
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802083;Örgryte-Härlanda, Lunden, Nya;27;41;0;0;194;194;0;0;311;275;0;0;128;138;0;0;204;298;0;0;1810
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802084;Örgryte-Härlanda, Nobelplatsen;20;34;0;0;187;255;0;0;312;260;0;0;90;87;0;0;66;85;0;0;1396
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802085;Örgryte-Härlanda, Sankt Pauli;29;29;0;0;172;207;0;0;302;296;0;0;136;166;0;0;129;222;0;0;1688
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802086;Örgryte-Härlanda, Överås;32;35;0;0;227;251;0;0;379;286;0;0;135;163;0;0;104;136;0;0;1748
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802091;Örgryte-Härlanda, Härlanda;37;37;0;0;114;126;0;0;251;246;0;0;137;148;0;0;77;83;0;0;1256
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802101;Örgryte-Härlanda, Kålltorp, Norra;26;23;0;0;190;220;0;0;248;243;0;0;106;110;0;0;54;55;0;0;1275
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802102;Örgryte-Härlanda, Kålltorp, Södra;24;22;0;0;127;137;0;0;206;208;0;0;127;147;0;0;79;132;0;0;1209
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802103;Örgryte-Härlanda, Kålltorp, Västra;38;27;0;0;90;98;0;0;190;193;0;0;123;140;0;0;74;80;0;0;1053
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802104;Örgryte-Härlanda, Kålltorp, Östra;19;27;0;0;140;166;0;0;215;223;0;0;85;93;0;0;45;60;0;0;1073
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802105;Örgryte-Härlanda, Munkebäck, Norra;21;20;0;0;164;188;0;0;239;220;0;0;80;84;0;0;58;71;0;0;1145
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802106;Örgryte-Härlanda, Munkebäck, Södra;27;36;0;0;117;134;0;0;268;243;0;0;110;139;0;0;68;145;0;0;1287
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802111;Örgryte-Härlanda, Fräntorp;44;34;0;0;50;44;0;0;202;208;0;0;153;138;0;0;112;124;0;0;1109
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802112;Örgryte-Härlanda, Torpa;55;64;0;0;143;177;0;0;295;343;0;0;234;238;0;0;143;219;0;0;1911
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802121;Örgryte-Härlanda, Björkekärr, Norra;15;17;0;0;69;77;0;0;123;127;0;0;73;94;0;0;108;189;0;0;892
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802122;Örgryte-Härlanda, Björkekärr, Södra;39;30;0;0;60;76;0;0;256;282;0;0;164;153;0;0;139;188;0;0;1387
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802123;Örgryte-Härlanda, Björkekärr, Västra;69;75;0;0;230;217;0;0;122;113;0;0;85;101;0;0;77;146;0;0;1235
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802124;Örgryte-Härlanda, Björkekärr, Östra;36;40;0;0;132;146;0;0;166;184;0;0;121;101;0;0;106;187;0;0;1219
2014;rd;16;Göteborgs kommun;1480;Göteborg;14802125;Örgryte-Härlanda, Robertshöjd m fl;46;34;0;0;133;141;0;0;241;259;0;0;142;154;0;0;151;260;0;0;1561
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803011;Östra Göteborg, Bellevue;27;24;0;0;208;223;0;0;267;200;0;0;102;87;0;0;64;83;0;0;1285
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803012;Östra Göteborg, Gamlestaden;51;46;0;0;209;222;0;0;266;261;0;0;74;64;0;0;34;47;0;0;1274
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803013;Östra Göteborg, Kviberg, Västra;24;34;0;0;181;187;0;0;234;216;0;0;117;127;0;0;165;264;0;0;1549
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803014;Östra Göteborg, Kviberg, Östra;71;82;0;0;259;277;0;0;125;126;0;0;43;64;0;0;41;51;0;0;1139
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803015;Östra Göteborg, Nylöse;22;38;0;0;151;193;0;0;313;260;0;0;182;121;0;0;75;92;0;0;1447
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803021;Östra Göteborg, Fjällbo;59;37;0;0;66;71;0;0;341;371;0;0;167;142;0;0;110;162;0;0;1526
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803022;Östra Göteborg, Utby;42;46;0;0;56;57;0;0;312;345;0;0;188;158;0;0;117;123;0;0;1444
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803023;Östra Göteborg, Utbynäs;42;40;0;0;59;40;0;0;206;213;0;0;147;140;0;0;105;99;0;0;1091
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803031;Östra Göteborg, Gregorianska g. m fl;33;28;0;0;151;163;0;0;278;201;0;0;175;140;0;0;103;120;0;0;1392
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803032;Östra Göteborg, Kortedala Centrum;31;33;0;0;126;161;0;0;242;217;0;0;148;129;0;0;106;192;0;0;1385
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803033;Östra Göteborg, Kortedala, Södra;44;31;0;0;96;107;0;0;220;249;0;0;144;134;0;0;80;143;0;0;1248
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803034;Östra Göteborg, Kortedala, Västra;17;33;0;0;137;125;0;0;188;177;0;0;138;146;0;0;154;239;0;0;1354
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803035;Östra Göteborg, Kortedala, Östra;22;28;0;0;147;184;0;0;307;195;0;0;130;135;0;0;137;188;0;0;1473
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803041;Östra Göteborg, Adventsparken;29;33;0;0;103;143;0;0;208;193;0;0;137;152;0;0;156;233;0;0;1387
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803042;Östra Göteborg, Kortedala, Norra;48;45;0;0;173;189;0;0;290;291;0;0;156;168;0;0;111;117;0;0;1588
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803043;Östra Göteborg, Månadsgatorna m fl;42;42;0;0;131;161;0;0;259;255;0;0;174;140;0;0;103;135;0;0;1442
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803051;Östra Göteborg, Bergsjön, Norra;24;27;0;0;136;164;0;0;169;144;0;0;117;83;0;0;76;83;0;0;1023
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803052;Östra Göteborg, Gärdsmosse;41;41;0;0;108;138;0;0;201;202;0;0;133;89;0;0;85;114;0;0;1152
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803053;Östra Göteborg, Gärdsås;34;34;0;0;63;80;0;0;146;142;0;0;147;131;0;0;102;108;0;0;987
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803054;Östra Göteborg, Siriusgatan;41;53;0;0;100;159;0;0;320;269;0;0;177;131;0;0;113;112;0;0;1475
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803061;Östra Göteborg, Bergsjön, Södra;73;75;0;0;109;89;0;0;266;273;0;0;167;135;0;0;79;105;0;0;1371
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803062;Östra Göteborg, Bergsjön, Östra;86;76;0;0;91;85;0;0;205;307;0;0;144;130;0;0;51;77;0;0;1252
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803063;Östra Göteborg, Komettorget;54;54;0;0;145;131;0;0;231;187;0;0;179;111;0;0;160;106;0;0;1358
2014;rd;16;Göteborgs kommun;1480;Göteborg;14803064;Östra Göteborg, Rymdtorget;20;32;0;0;62;72;0;0;202;127;0;0;98;81;0;0;52;67;0;0;813
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804021;Lundby, Bjurslätt;63;77;0;0;143;166;0;0;306;338;0;0;199;171;0;0;111;162;0;0;1736
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804022;Lundby, Flunsås;26;25;0;0;219;241;0;0;277;220;0;0;136;102;0;0;94;127;0;0;1467
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804023;Lundby, Kvillebäcken, Norra;25;32;0;0;163;172;0;0;268;227;0;0;134;100;0;0;120;170;0;0;1411
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804024;Lundby, Kvillebäcken, Södra;29;28;0;0;227;261;0;0;313;250;0;0;94;84;0;0;51;68;0;0;1405
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804025;Lundby, Kvillebäcken, Östra;27;36;0;0;237;202;0;0;186;113;0;0;80;55;0;0;27;26;0;0;989
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804026;Lundby, Wieselgrensplatsen;17;30;0;0;133;158;0;0;210;186;0;0;95;112;0;0;91;128;0;0;1160
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804031;Lundby, Hilldedal;36;40;0;0;91;103;0;0;262;257;0;0;135;117;0;0;97;103;0;0;1241
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804032;Lundby, Slätta Damm;38;38;0;0;219;217;0;0;330;275;0;0;152;155;0;0;138;166;0;0;1728
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804041;Lundby, Kärrdalen;58;47;0;0;49;36;0;0;244;255;0;0;183;166;0;0;163;160;0;0;1361
2014;rd;16;Göteborgs kommun;1480;Göteborg;14804042;Lundby, Tolered, Norra;57;59;0;0;58;48;0;0;193;220;0;0;152;136;0;0;109;116;0;0;1148
