kod_2022;namn_2022;kod_2018_troligast;namn_2018;typ;belagg;kalla
14800529;Västra Centrum, Kungsladugård Västra;14801013;Majorna-Linné, Kungsladugård, Västra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801013 (Majorna-Linné, Kungsladugård, Västra) täcker 78.1 procent av det nya distriktet, 71.5 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800530;Västra Centrum, Mariaplan;14801011;Majorna-Linné, Gröna Vallen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801011 (Majorna-Linné, Gröna Vallen) täcker 52.1 procent av det nya distriktet, 47.7 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800531;Västra Centrum, Silverkällan;14801015;Majorna-Linné, Mariaplan;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801015 (Majorna-Linné, Mariaplan) täcker 87.0 procent av det nya distriktet, 68.7 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800532;Västra Centrum, Sannaplan;14801022;Majorna-Linné, Silverkällan;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801022 (Majorna-Linné, Silverkällan) täcker 86.4 procent av det nya distriktet, 93.2 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800533;Västra Centrum, Sandarne;14801021;Majorna-Linné, Sandarne;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801021 (Majorna-Linné, Sandarne) täcker 100.0 procent av det nya distriktet, 98.4 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (14801021 täcker 100.0 procent av 2022-distriktet, 98.4 procent av 2018-distriktet ligger där) trots att källan inte markerar distriktet som jämförbart;geometri + mappning_2018_2022.csv
14800534;Västra Centrum, Klippan;14801012;Majorna-Linné, Klippan;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801012 (Majorna-Linné, Klippan) täcker 97.8 procent av det nya distriktet, 98.6 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800535;Västra Centrum, Gröna Vallen;14801011;Majorna-Linné, Gröna Vallen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801011 (Majorna-Linné, Gröna Vallen) täcker 89.3 procent av det nya distriktet, 49.9 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800536;Västra Centrum, Kusttorget;14801036;Majorna-Linné, Majorna;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801036, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801036 (Majorna-Linné, Majorna) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800537;Västra Centrum, Chapmans Torg;14801031;Majorna-Linné, Chapmans Torg;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801031, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801031 (Majorna-Linné, Chapmans Torg) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800538;Västra Centrum, Slottsskogsgat. m fl;14801038;Majorna-Linné, Slottsskogsgatan m fl;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801038, geometri 92.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801038 (Majorna-Linné, Slottsskogsgatan m fl) täcker 92.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14801038 täcker 92.0 procent av 2022-distriktet och 100.0 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800539;Västra Centrum, Gråberget Västra;14801034;Majorna-Linné, Gråberget, Östra;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801034, geometri 100.0/83.5 procent. geometri geo_overlap_2018_2022.csv: 14801034 (Majorna-Linné, Gråberget, Östra) täcker 100.0 procent av det nya distriktet, 83.5 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14801034 täcker 100.0 procent av 2022-distriktet och 83.5 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800540;Västra Centrum, Gråberget Östra;14801033;Majorna-Linné, Gråberget, Västra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801033 (Majorna-Linné, Gråberget, Västra) täcker 87.2 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800541;Västra Centrum, Godhem;14801032;Majorna-Linné, Godhem;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801032, geometri 95.3/94.4 procent. geometri geo_overlap_2018_2022.csv: 14801032 (Majorna-Linné, Godhem) täcker 95.3 procent av det nya distriktet, 94.4 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14801032 täcker 95.3 procent av 2022-distriktet och 94.4 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800542;Västra Centrum, Marieberg;14801037;Majorna-Linné, Marieberg;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801037 (Majorna-Linné, Marieberg) täcker 94.8 procent av det nya distriktet, 94.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800543;Västra Centrum, Klareborgsgatan m fl;14801044;Majorna-Linné, Klareborgsgatan m fl;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801044 (Majorna-Linné, Klareborgsgatan m fl) täcker 73.4 procent av det nya distriktet, 93.4 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800544;Västra Centrum, Karl Johan;14801043;Majorna-Linné, Karl Johans torg;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801043 (Majorna-Linné, Karl Johans torg) täcker 100.0 procent av det nya distriktet, 79.5 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800545;Västra Centrum, Söderlingska Ängen;14801045;Majorna-Linné, Söderlingska ängen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801045 (Majorna-Linné, Söderlingska ängen) täcker 98.4 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (14801045 täcker 98.4 procent av 2022-distriktet, 100.0 procent av 2018-distriktet ligger där) trots att källan inte markerar distriktet som jämförbart;geometri + mappning_2018_2022.csv
14800546;Västra Centrum, Kommendörsgatan m fl;14801041;Majorna-Linné, Djurgårdsgatan m fl;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801041, geometri 95.2/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801041 (Majorna-Linné, Djurgårdsgatan m fl) täcker 95.2 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14801041 täcker 95.2 procent av 2022-distriktet och 100.0 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800547;Västra Centrum, Hängmattan;14801035;Majorna-Linné, Hängmattan;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801035, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801035 (Majorna-Linné, Hängmattan) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800548;Västra Centrum, Gatenhielmska;14801042;Majorna-Linné, Gatenhielmska;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801042, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801042 (Majorna-Linné, Gatenhielmska) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800601;Sydvästra Göteborg, Högsbohöjd Norra;14805111;Askim-Frölunda-Högsbo, Högsbohöjd, N;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805111 (Askim-Frölunda-Högsbo, Högsbohöjd, N) täcker 99.9 procent av det nya distriktet, 71.4 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800602;Sydvästra Göteborg, Högsbohöjd Södra;14805112;Askim-Frölunda-Högsbo, Högsbohöjd, S;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805112 (Askim-Frölunda-Högsbo, Högsbohöjd, S) täcker 67.9 procent av det nya distriktet, 46.3 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800603;Sydvästra Göteborg, Högsbohöjd Östra;14805112;Askim-Frölunda-Högsbo, Högsbohöjd, S;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805112 (Askim-Frölunda-Högsbo, Högsbohöjd, S) täcker 63.7 procent av det nya distriktet, 53.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800604;Sydvästra Göteborg, Högsbotorp V;14805123;Askim-Frölunda-Högsbo, Högsbotorp, V;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805123 (Askim-Frölunda-Högsbo, Högsbotorp, V) täcker 100.0 procent av det nya distriktet, 67.0 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800605;Sydvästra Göteborg, Högsbotorp S;14805122;Askim-Frölunda-Högsbo, Högsbotorp, S;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805122 (Askim-Frölunda-Högsbo, Högsbotorp, S) täcker 81.7 procent av det nya distriktet, 75.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800606;Sydvästra Göteborg, Högsbo;14805121;Askim-Frölunda-Högsbo, Högsbo;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805121 (Askim-Frölunda-Högsbo, Högsbo) täcker 76.7 procent av det nya distriktet, 72.7 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800607;Sydvästra Göteborg, Högsbotorp Östra;14805124;Askim-Frölunda-Högsbo, Högsbotorp, Ö;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805124 (Askim-Frölunda-Högsbo, Högsbotorp, Ö) täcker 100.0 procent av det nya distriktet, 75.4 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800608;Sydvästra Göteborg, Marklandsgatan;14805125;Askim-Frölunda-Högsbo, Marklandsgat.;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805125 (Askim-Frölunda-Högsbo, Marklandsgat.) täcker 95.0 procent av det nya distriktet, 90.2 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800609;Sydvästra Göteborg, Kapplandsgatan;14805121;Askim-Frölunda-Högsbo, Högsbo;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805121 (Askim-Frölunda-Högsbo, Högsbo) täcker 44.7 procent av det nya distriktet, 27.3 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800610;Sydvästra Göteborg, Flatås Västra;14805102;Askim-Frölunda-Högsbo, Flatås, V;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805102, geometri 100.0/99.9 procent. geometri geo_overlap_2018_2022.csv: 14805102 (Askim-Frölunda-Högsbo, Flatås, V) täcker 100.0 procent av det nya distriktet, 99.9 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800611;Sydvästra Göteborg, Flatås Södra;14805101;Askim-Frölunda-Högsbo, Flatås, S;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805101, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14805101 (Askim-Frölunda-Högsbo, Flatås, S) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800612;Sydvästra Göteborg, Kaverös Norra;14805091;Askim-Frölunda-Högsbo, Kaverös, N;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805091 (Askim-Frölunda-Högsbo, Kaverös, N) täcker 100.0 procent av det nya distriktet, 77.6 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800613;Sydvästra Göteborg, Kavås;14805093;Askim-Frölunda-Högsbo, Kavås;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805093, geometri 98.4/100.0 procent. geometri geo_overlap_2018_2022.csv: 14805093 (Askim-Frölunda-Högsbo, Kavås) täcker 98.4 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800614;Sydvästra Göteborg, Kaverös Södra;14805092;Askim-Frölunda-Högsbo, Kaverös, S;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805092, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14805092 (Askim-Frölunda-Högsbo, Kaverös, S) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800615;Sydvästra Göteborg, Altplatsen;14805141;Askim-Frölunda-Högsbo, Altplatsen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805141 (Askim-Frölunda-Högsbo, Altplatsen) täcker 77.7 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800616;Sydvästra Göteborg, Ruddalen;14805142;Askim-Frölunda-Högsbo, Ruddalen;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805142, geometri 100.0/99.5 procent. geometri geo_overlap_2018_2022.csv: 14805142 (Askim-Frölunda-Högsbo, Ruddalen) täcker 100.0 procent av det nya distriktet, 99.5 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800617;Sydvästra Göteborg, Gånglåten;14805173;Askim-Frölunda-Högsbo, Gånglåten;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805173, geometri 100.0/99.9 procent. geometri geo_overlap_2018_2022.csv: 14805173 (Askim-Frölunda-Högsbo, Gånglåten) täcker 100.0 procent av det nya distriktet, 99.9 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800618;Sydvästra Göteborg, Frölunda;14805171;Askim-Frölunda-Högsbo, Frölunda;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805171 (Askim-Frölunda-Högsbo, Frölunda) täcker 99.6 procent av det nya distriktet, 87.3 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800619;Sydvästra Göteborg, Frölunda Torg V;14805172;Askim-Frölunda-Högsbo, Frölunda Torg;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805172 (Askim-Frölunda-Högsbo, Frölunda Torg) täcker 81.2 procent av det nya distriktet, 49.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800620;Sydvästra Göteborg, Frölunda Torg Ö;14805172;Askim-Frölunda-Högsbo, Frölunda Torg;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805172 (Askim-Frölunda-Högsbo, Frölunda Torg) täcker 81.0 procent av det nya distriktet, 50.7 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800621;Sydvästra Göteborg, Positivparken;14805174;Askim-Frölunda-Högsbo, Mandolingatan;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805174 (Askim-Frölunda-Högsbo, Mandolingatan) täcker 100.0 procent av det nya distriktet, 75.6 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800622;Sydvästra Göteborg, Spinetten;14805131;Askim-Frölunda-Högsbo, Spinetten;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805131, geometri 91.9/99.8 procent. geometri geo_overlap_2018_2022.csv: 14805131 (Askim-Frölunda-Högsbo, Spinetten) täcker 91.9 procent av det nya distriktet, 99.8 procent av det gamla ligger där, 2 källor över 5 procent OBS geometrin är inte 1:1, 14805131 täcker 91.9 procent av 2022-distriktet och 99.8 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800623;Sydvästra Göteborg, Tofta;14805132;Askim-Frölunda-Högsbo, Tofta;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805132, geometri 100.0/98.2 procent. geometri geo_overlap_2018_2022.csv: 14805132 (Askim-Frölunda-Högsbo, Tofta) täcker 100.0 procent av det nya distriktet, 98.2 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800624;Sydvästra Göteborg, Järnbrott Västra;14805152;Askim-Frölunda-Högsbo, Järnbrott, V;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805152 (Askim-Frölunda-Högsbo, Järnbrott, V) täcker 71.7 procent av det nya distriktet, 78.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800625;Sydvästra Göteborg, Järnbrott Östra;14805153;Askim-Frölunda-Högsbo, Järnbrott, Ö;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805153 (Askim-Frölunda-Högsbo, Järnbrott, Ö) täcker 89.3 procent av det nya distriktet, 81.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800626;Sydvästra Göteborg, Järnbrott Södra;14805151;Askim-Frölunda-Högsbo, Järnbrott, S;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805151 (Askim-Frölunda-Högsbo, Järnbrott, S) täcker 100.0 procent av det nya distriktet, 92.7 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800627;Sydvästra Göteborg, Flatås Östra;14805103;Askim-Frölunda-Högsbo, Flatås, Ö;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805103, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14805103 (Askim-Frölunda-Högsbo, Flatås, Ö) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800628;Sydvästra Göteborg, Sisjön Norra;14805235;Askim-Frölunda-Högsbo, Sisjön, N;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805235 (Askim-Frölunda-Högsbo, Sisjön, N) täcker 96.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800629;Sydvästra Göteborg, Pilegården;14805234;Askim-Frölunda-Högsbo, Pilegården;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805234 (Askim-Frölunda-Högsbo, Pilegården) täcker 100.0 procent av det nya distriktet, 79.4 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800630;Sydvästra Göteborg, Kobbegården;14805237;Askim-Frölunda-Högsbo, Sisjön, V;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805237 (Askim-Frölunda-Högsbo, Sisjön, V) täcker 76.5 procent av det nya distriktet, 24.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800631;Sydvästra Göteborg, Askim;14805231;Askim-Frölunda-Högsbo, Askim;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805231 (Askim-Frölunda-Högsbo, Askim) täcker 86.1 procent av det nya distriktet, 81.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800632;Sydvästra Göteborg, Sisjön Västra;14805237;Askim-Frölunda-Högsbo, Sisjön, V;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805237 (Askim-Frölunda-Högsbo, Sisjön, V) täcker 72.8 procent av det nya distriktet, 76.0 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800633;Sydvästra Göteborg, Sisjön Södra;14805236;Askim-Frölunda-Högsbo, Sisjön, S;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805236 (Askim-Frölunda-Högsbo, Sisjön, S) täcker 61.7 procent av det nya distriktet, 81.9 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800634;Sydvästra Göteborg, Trollåsen;14805242;Askim-Frölunda-Högsbo, Trollåsen;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805242 (Askim-Frölunda-Högsbo, Trollåsen) täcker 99.2 procent av det nya distriktet, 95.3 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800635;Sydvästra Göteborg, Lyckhem;14805255;Askim-Frölunda-Högsbo, Lyckhem;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805255 (Askim-Frölunda-Högsbo, Lyckhem) täcker 94.3 procent av det nya distriktet, 60.1 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800636;Sydvästra Göteborg, Lindås;14805254;Askim-Frölunda-Högsbo, Lindås;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805254 (Askim-Frölunda-Högsbo, Lindås) täcker 100.0 procent av det nya distriktet, 98.2 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (14805254 täcker 100.0 procent av 2022-distriktet, 98.2 procent av 2018-distriktet ligger där) trots att källan inte markerar distriktet som jämförbart;geometri + mappning_2018_2022.csv
14800637;Sydvästra Göteborg, Billdal Södra;14805252;Askim-Frölunda-Högsbo, Billdal, S;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14805252, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14805252 (Askim-Frölunda-Högsbo, Billdal, S) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800638;Sydvästra Göteborg, Billdal Norra;14805251;Askim-Frölunda-Högsbo, Billdal, N;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14805251 (Askim-Frölunda-Högsbo, Billdal, N) täcker 93.2 procent av det nya distriktet, 52.8 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
