kod_2014;namn_2014;kod_2010_troligast;namn_2010;typ;belagg
14806122;Angered, Hjällbo, Norra;14800263;Lärjedalen, Norra Hjällbo;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 36,5,14,40,431,106,72,18 (summa 722) mot 2010 14800263, geometri 97.8/100.0 procent, namn olika
14806123;Angered, Hjällbo, Södra;14800261;Lärjedalen, Södra Hjällbo;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 35,2,12,21,257,61,59,9 (summa 456) mot 2010 14800261, geometri 100.0/100.0 procent, namn olika
14806124;Angered, Skolspåret;14800262;Lärjedalen, Skolspåret;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 30,3,16,34,344,73,37,10 (summa 547) mot 2010 14800262, geometri 100.0/100.0 procent, namn lika
14806131;Angered, Eriksbo;14800271;Lärjedalen, Eriksbo;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800271 (Lärjedalen, Eriksbo) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (Lärjedalen, Eriksbo) trots att FGVAL saknas
14807011;Västra Hisingen, Biskopsgården, N;14801712;Biskopsgården, Norra Biskopsgården;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801712 (Biskopsgården, Norra Biskopsgården) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (Biskopsgården, Norra Biskopsgården) trots att FGVAL saknas
14807012;Västra Hisingen, Svarte Mosse;14801711;Biskopsgården, Svarte Mosse;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801711 (Biskopsgården, Svarte Mosse) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (Biskopsgården, Svarte Mosse) trots att FGVAL saknas
14807021;Västra Hisingen, Länsmansgården, C;14801722;Biskopsgården, Länsmansgårdens Centr;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 75,7,23,3,378,69,57,67 (summa 679) mot 2010 14801722, geometri 100.0/100.0 procent, namn olika
14807022;Västra Hisingen, Länsmansgården, N;14801723;Biskopsgården, Norra Länsmansgården;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 98,9,28,18,375,66,33,51 (summa 678) mot 2010 14801723, geometri 100.0/99.5 procent, namn olika
14807023;Västra Hisingen, Länsmansgården, S;14801721;Biskopsgården, Södra Länsmansgården;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 80,2,9,5,335,57,28,54 (summa 570) mot 2010 14801721, geometri 100.0/100.0 procent, namn olika
14807031;Västra Hisingen, Badvädersgatan m fl;14801732;Biskopsgården, Badvädersgatan m fl;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 118,7,43,16,400,56,53,51 (summa 744) mot 2010 14801732, geometri 100.0/100.0 procent, namn lika
14807032;Västra Hisingen, Stackmolnsg. m fl;14801731;Biskopsgården, Stackmolnsgatan m fl;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 119,5,28,20,551,76,66,99 (summa 964) mot 2010 14801731, geometri 100.0/100.0 procent, namn olika
14807041;Västra Hisingen, Andalen;14801613;Torslanda, Andalen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 573,39,147,85,272,23,68,40 (summa 1247) mot 2010 14801613, geometri 100.0/100.0 procent, namn lika
14807042;Västra Hisingen, Hjuvik;14801611;Torslanda, Hjuvik;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 581,40,162,80,156,15,71,28 (summa 1133) mot 2010 14801611, geometri 100.0/100.0 procent, namn lika
14807043;Västra Hisingen, Hällsvik;14801612;Torslanda, Hällsvik;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 489,26,138,39,177,24,53,46 (summa 992) mot 2010 14801612, geometri 100.0/100.0 procent, namn lika
14807051;Västra Hisingen, Amhult-Arendal;14801625;Torslanda, Amhult-Arendal;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 333,15,94,39,303,23,50,54 (summa 911) mot 2010 14801625, geometri 99.3/100.0 procent, namn lika
14807052;Västra Hisingen, Domarringen m fl;14801622;Torslanda, Domarringen m fl;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 359,43,127,38,312,27,67,56 (summa 1029) mot 2010 14801622, geometri 100.0/100.0 procent, namn lika
14807053;Västra Hisingen, Nolered;14801624;Torslanda, Nolered;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 390,39,127,39,297,30,56,57 (summa 1035) mot 2010 14801624, geometri 100.0/100.0 procent, namn lika
14807054;Västra Hisingen, Torslanda;14801623;Torslanda, Torslanda;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 436,53,132,59,365,56,68,101 (summa 1270) mot 2010 14801623, geometri 100.0/100.0 procent, namn lika
14807055;Västra Hisingen, Tumlehed;14801621;Torslanda, Tumlehed;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 370,27,123,36,301,33,78,65 (summa 1033) mot 2010 14801621, geometri 100.0/100.0 procent, namn lika
14807061;Västra Hisingen, Björlanda;14801632;Torslanda, Björlanda;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801632 (Torslanda, Björlanda) täcker 100.0 procent av det nya distriktet, 78.6 procent av det gamla ligger där, 1 källor över 5 procent
14807062;Västra Hisingen, Kvisljungeby;14801632;Torslanda, Björlanda;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801632 (Torslanda, Björlanda) täcker 66.0 procent av det nya distriktet, 21.4 procent av det gamla ligger där, 2 källor över 5 procent
14807063;Västra Hisingen, Lilleby;14801631;Torslanda, Lilleby;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801631 (Torslanda, Lilleby) täcker 100.0 procent av det nya distriktet, 91.0 procent av det gamla ligger där, 1 källor över 5 procent
14807064;Västra Hisingen, Älvegården m fl;14801633;Torslanda, Kvisljungeby;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801633 (Torslanda, Kvisljungeby) täcker 78.1 procent av det nya distriktet, 59.9 procent av det gamla ligger där, 2 källor över 5 procent
14807081;Västra Hisingen, Biskopsgården, S;14801741;Biskopsgården, Södra Biskopsgården;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 108,12,36,14,343,60,60,42 (summa 675) mot 2010 14801741, geometri 100.0/100.0 procent, namn olika
14807082;Västra Hisingen, Treröset;14801743;Biskopsgården, Treröset;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 101,8,28,4,377,131,135,51 (summa 835) mot 2010 14801743, geometri 100.0/100.0 procent, namn lika
14807083;Västra Hisingen, Vårväderstorget;14801744;Biskopsgården, Vårväderstorget;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 111,18,41,18,494,132,78,65 (summa 957) mot 2010 14801744, geometri 100.0/100.0 procent, namn lika
14807084;Västra Hisingen, Väderlekstorget;14801742;Biskopsgården, Väderlekstorget;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 74,5,18,11,194,113,85,31 (summa 531) mot 2010 14801742, geometri 100.0/100.0 procent, namn lika
14807091;Västra Hisingen, Jättesten;14801751;Biskopsgården, Jättesten;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 223,12,65,17,560,88,58,61 (summa 1084) mot 2010 14801751, geometri 100.0/100.0 procent, namn lika
14807092;Västra Hisingen, Kärrmossen;14801753;Biskopsgården, Kärrsmossen;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801753 (Biskopsgården, Kärrsmossen) täcker 100.0 procent av det nya distriktet, 97.0 procent av det gamla ligger där, 1 källor över 5 procent
14807093;Västra Hisingen, Svartedalen;14801752;Biskopsgården, Svartedalen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 98,3,38,13,428,94,93,98 (summa 865) mot 2010 14801752, geometri 100.0/100.0 procent, namn lika
