ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2022;rd;14800305;Östra Centrum, Kålltorp Norra;Göteborgs kommun;874;20;0;21;895;1109;80.70;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800306;Östra Centrum, Torpa;Göteborgs kommun;832;4;0;5;837;962;87.01;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800307;Östra Centrum, Björkekärr Norra;Göteborgs kommun;1005;10;0;11;1016;1166;87.14;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800308;Östra Centrum, Smörslätten;Göteborgs kommun;648;3;1;4;652;931;70.03;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800309;Östra Centrum, Björkekärr Östra;Göteborgs kommun;819;9;0;11;830;1041;79.73;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800310;Östra Centrum, Robertshöjd m fl;Göteborgs kommun;884;7;1;8;892;1106;80.65;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800311;Östra Centrum, Björkekärr Västra;Göteborgs kommun;846;6;1;7;853;1118;76.30;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800312;Östra Centrum, Kålltorp Östra;Göteborgs kommun;878;7;0;7;885;1060;83.49;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800313;Östra Centrum, Solrosparken;Göteborgs kommun;854;8;1;10;864;1047;82.52;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800314;Östra Centrum, Kålltorp Västra;Göteborgs kommun;809;9;0;9;818;1015;80.59;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800315;Östra Centrum, Kålltorp Södra;Göteborgs kommun;975;3;1;4;979;1229;79.66;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800316;Östra Centrum, Björkekärr Södra;Göteborgs kommun;1140;9;0;9;1149;1248;92.07;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800317;Östra Centrum, Kallebäck Östra;Göteborgs kommun;1164;8;0;8;1172;1422;82.42;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800318;Östra Centrum, Kallebäck Västra;Göteborgs kommun;718;7;2;10;728;898;81.07;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800319;Östra Centrum, Kallebäck Norra;Göteborgs kommun;873;10;2;12;885;1206;73.38;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800320;Östra Centrum, Skår Södra;Göteborgs kommun;1004;4;0;4;1008;1135;88.81;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800321;Östra Centrum, Jakobsdal;Göteborgs kommun;1057;9;2;16;1073;1232;87.09;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800322;Östra Centrum, Skår Norra;Göteborgs kommun;970;3;0;4;974;1205;80.83;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800323;Östra Centrum, Stora Torp;Göteborgs kommun;944;3;3;6;950;1042;91.17;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800324;Östra Centrum, Lilla Torp;Göteborgs kommun;891;7;0;7;898;1024;87.70;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800325;Östra Centrum, Bö;Göteborgs kommun;969;3;0;3;972;1105;87.96;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800326;Östra Centrum, Örgryte;Göteborgs kommun;771;3;2;5;776;958;81.00;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800327;Östra Centrum, Prästgårdsängen m fl;Göteborgs kommun;1024;7;0;7;1031;1212;85.07;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800328;Östra Centrum, Kärralund Södra;Göteborgs kommun;870;5;1;6;876;1016;86.22;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800329;Östra Centrum, Kärralund Norra;Göteborgs kommun;1027;4;3;7;1034;1232;83.93;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800330;Östra Centrum, Härlanda;Göteborgs kommun;1010;6;1;7;1017;1185;85.82;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800331;Östra Centrum, Lunden Nya;Göteborgs kommun;889;10;0;10;899;1104;81.43;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800332;Östra Centrum, Danska Vägen m fl;Göteborgs kommun;895;4;2;6;901;1104;81.61;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800333;Östra Centrum, Nobelplatsen;Göteborgs kommun;908;7;0;7;915;1122;81.55;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800334;Östra Centrum, Sankt Pauli;Göteborgs kommun;984;7;1;8;992;1230;80.65;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800335;Östra Centrum, Lunden Gamla;Göteborgs kommun;815;4;1;5;820;993;82.58;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800336;Östra Centrum, Överås;Göteborgs kommun;836;8;0;8;844;1032;81.78;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
