ar;val;län_id;län_namn;kommun_id;kommun_namn;kommunvalkrets_id;kommunvalkrets_namn;valdistrikt_id;valdistrikt_namn;Män/Svenska medborgare/18-29 förstagångsväljare;Kvinnor/Svenska medborgare/18-29 förstagångsväljare;Män/Ej svenska medborgare/18-29 förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 förstagångsväljare;Män/Svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Svenska medborgare/18-29 ej förstagångsväljare;Män/Ej svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 ej förstagångsväljare;Män/Svenska medborgare/30-49;Kvinnor/Svenska medborgare/30-49;Män/Ej svenska medborgare/30-49;Kvinnor/Ej svenska medborgare/30-49;Män/Svenska medborgare/50-64;Kvinnor/Svenska medborgare/50-64;Män/Ej svenska medborgare/50-64;Kvinnor/Ej svenska medborgare/50-64;Män/Svenska medborgare/65-;Kvinnor/Svenska medborgare/65-;Män/Ej svenska medborgare/65-;Kvinnor/Ej svenska medborgare/65-;totalt
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801043;Högsbo, Marklandsgatan m fl;23;28;2;1;133;160;32;13;199;156;17;7;86;105;1;4;168;330;5;7;1477
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801044;Högsbo, Östra Högsbotorp;13;29;2;0;150;136;4;6;216;161;19;24;91;101;5;6;134;244;1;6;1348
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801111;Älvsborg, Södra Fiskebäck;29;36;1;0;38;29;2;1;139;141;10;8;99;110;2;3;148;171;4;2;973
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801112;Älvsborg, Norra Fiskebäck;55;53;0;0;36;56;0;0;236;252;7;10;185;171;3;2;164;177;4;2;1413
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801113;Älvsborg, Påvelund;63;46;0;0;41;26;1;2;246;292;10;12;179;179;6;8;208;224;2;1;1546
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801114;Älvsborg, Björnekulla;52;41;3;0;50;23;4;0;176;198;7;7;188;182;2;8;241;264;3;2;1451
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801121;Älvsborg, Långedrag;54;67;1;3;50;48;2;2;201;254;18;10;222;203;10;7;177;178;8;5;1520
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801131;Älvsborg, Tångudden;56;62;0;0;34;41;2;1;209;228;8;10;189;189;8;4;136;135;1;1;1314
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801132;Älvsborg, Nya Varvet;59;56;0;0;77;72;2;1;279;316;18;12;262;281;8;3;187;264;9;9;1915
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801133;Älvsborg, Hagen;35;43;0;1;38;40;1;1;150;161;10;8;164;162;6;3;90;86;7;3;1009
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801141;Älvsborg, Grimmered;60;72;0;0;64;45;1;2;255;278;18;12;247;247;7;9;168;151;6;2;1644
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801142;Älvsborg, Ekebäck;61;56;4;1;64;67;5;5;249;249;20;14;223;206;4;4;122;111;4;5;1474
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801211;Frölunda, Tofta;17;35;2;0;67;69;3;6;99;102;17;12;87;119;6;3;183;268;6;4;1105
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801212;Frölunda, Spinetten;19;19;1;2;52;71;7;7;106;106;20;10;92;108;3;6;99;170;2;3;903
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801221;Frölunda, Ruddalen;26;30;3;3;110;107;4;7;183;132;21;13;153;152;10;4;333;560;11;9;1871
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801231;Frölunda, Västra Järnbrott;47;31;0;0;69;85;3;5;222;238;20;12;172;168;6;4;129;185;4;2;1402
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801232;Frölunda, Östra Järnbrott;20;33;0;1;95;83;3;6;197;175;12;7;126;148;5;2;152;298;2;4;1369
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801241;Frölunda, Frölunda torg;27;29;1;1;71;90;81;33;152;127;26;13;91;152;13;6;123;212;5;8;1261
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801242;Frölunda, Gånglåten m fl;72;61;12;12;175;162;17;29;297;310;82;72;155;165;24;17;112;152;7;6;1939
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801243;Frölunda, Frölunda;26;20;3;1;46;66;8;8;75;85;17;9;79;95;7;2;177;300;8;7;1039
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801311;Askim, Hult;57;33;2;2;33;33;1;1;166;181;6;7;175;177;11;5;178;172;7;8;1255
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801312;Askim, Pilegården;38;35;0;1;120;123;5;7;216;214;14;11;105;145;1;5;67;97;1;6;1211
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801313;Askim, Askim;43;33;1;0;48;31;2;3;144;141;9;9;110;135;1;5;123;213;2;5;1058
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801314;Askim, Norra Sisjön;53;54;2;2;65;78;3;2;241;259;17;19;183;190;6;7;153;168;4;4;1510
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801315;Askim, Södra Sisjön;81;72;1;2;45;41;0;2;257;278;16;13;197;196;5;8;136;114;1;5;1470
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801316;Askim, Norra Hovås;40;32;3;3;33;32;3;5;156;169;7;12;174;167;5;7;121;119;6;4;1098
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801321;Askim, Södra Hovås;50;41;3;0;45;26;4;2;113;146;16;16;129;128;3;7;119;154;3;2;1007
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801322;Askim, Trollåsen;43;37;0;3;37;26;7;2;244;264;23;16;151;152;2;7;143;132;6;6;1301
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801331;Askim, Billdal;74;67;0;1;46;43;1;1;321;358;19;14;256;263;6;2;167;176;4;6;1825
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801332;Askim, Nygård;44;40;0;1;38;32;0;1;198;215;12;15;144;180;0;2;136;160;5;7;1230
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801333;Askim, Skintebo;53;35;0;1;29;41;1;0;247;272;11;9;120;163;0;1;76;138;1;1;1199
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801334;Askim, Brottkärr;25;33;1;2;30;18;1;0;136;148;8;13;115;127;3;3;92;72;2;3;832
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801335;Askim, Lyckhem;45;39;3;0;24;28;3;0;190;225;11;13;142;150;6;1;153;161;3;4;1201
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801336;Askim, Lindås;51;35;0;0;23;22;3;0;204;222;11;12;146;144;3;4;160;158;1;2;1201
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801411;Tynnered, Bratthammar;70;56;0;0;63;50;0;1;286;313;15;14;257;269;2;5;268;230;4;2;1905
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801421;Tynnered, Beryllgatan-Guldringen;74;53;0;0;162;121;8;5;249;261;15;14;163;227;1;3;186;275;5;10;1832
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801431;Tynnered, Tynnered;85;69;2;3;187;170;14;12;287;326;28;18;198;194;10;13;166;245;7;8;2042
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801441;Tynnered, Korsåsen;47;36;2;3;53;59;8;9;172;195;15;13;138;162;14;13;177;210;5;6;1337
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801442;Tynnered, Ängås;59;48;3;0;122;112;12;13;227;217;34;36;139;153;17;11;62;88;5;7;1365
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801451;Tynnered, Västra Önnered;48;50;0;0;42;25;0;1;198;232;3;6;151;135;2;3;177;259;1;7;1340
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801452;Tynnered, Östra Önnered;58;57;1;2;42;45;5;1;230;250;9;6;183;189;7;6;203;208;2;4;1508
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801461;Tynnered, Grevegården;58;58;2;8;130;145;12;11;181;217;38;37;88;89;5;6;75;125;3;9;1297
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801462;Tynnered, Skattegården;78;56;7;9;117;105;14;25;199;237;46;43;151;166;12;9;134;172;8;8;1596
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801471;Tynnered, Södra Näset;63;65;0;0;32;26;3;2;217;251;14;11;204;193;2;3;132;138;0;0;1356
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801472;Tynnered, Norra Näset;80;49;0;0;36;37;1;1;248;270;8;6;224;226;1;5;228;207;1;3;1631
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801473;Tynnered, Åkered;57;35;2;2;41;34;0;4;250;270;13;12;213;184;1;3;168;179;0;1;1469
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801481;Tynnered, Södra Opaltorget;34;40;4;2;65;58;6;9;163;166;11;24;95;95;8;5;87;108;7;4;991
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801482;Tynnered, Norra Opaltorget;43;44;1;1;130;99;7;8;209;177;24;21;126;154;5;6;133;179;6;6;1379
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801511;Södra Skärgården, Donsö-Vrångö;51;56;0;0;61;38;0;0;195;216;6;4;198;183;3;4;164;191;0;2;1372
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801512;Södra Skärgården, Styrsö-Köpstadsö;39;41;1;0;24;30;6;6;161;138;5;6;159;168;1;0;174;192;1;1;1153
2010;kf;14;Västra Götalands län;1480;Göteborg;148004;Göteborg, Väster;14801513;Södra Skärgården, Brännö-Asperö;32;29;0;0;22;30;2;1;132;142;7;9;160;154;5;2;105;118;1;3;954
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801611;Torslanda, Hjuvik;74;55;4;1;39;39;1;1;309;346;17;16;200;183;12;7;131;109;3;4;1551
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801612;Torslanda, Hällsvik;68;44;0;0;41;35;0;1;279;307;9;5;226;208;5;4;106;93;4;1;1436
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801613;Torslanda, Andalen;61;69;0;0;46;33;2;1;416;456;19;15;185;168;7;3;106;104;2;6;1699
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801621;Torslanda, Tumlehed;49;53;0;0;66;50;0;3;259;262;12;9;196;198;8;4;149;170;5;5;1498
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801622;Torslanda, Domarringen m fl;54;71;0;1;57;45;1;0;259;306;5;8;202;194;10;7;139;110;4;3;1476
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801623;Torslanda, Torslanda;71;68;0;0;64;70;0;4;362;373;15;14;175;194;4;7;182;212;7;6;1828
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801624;Torslanda, Nolered;51;49;2;0;37;26;1;2;234;229;6;12;179;185;6;6;180;248;4;7;1464
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801625;Torslanda, Amhult-Arendal;27;30;2;2;71;59;6;3;328;299;34;13;120;102;11;3;131;165;2;5;1413
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801631;Torslanda, Lilleby;78;75;0;1;89;99;1;2;574;608;21;16;182;162;11;7;90;74;7;9;2106
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801632;Torslanda, Björlanda;56;57;0;0;49;38;2;0;366;368;12;13;224;176;4;5;114;87;4;2;1577
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801633;Torslanda, Kvisljungeby;54;56;3;0;56;42;2;1;354;377;11;10;170;140;4;4;81;66;4;4;1439
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801711;Biskopsgården, Svarte Mosse;59;53;6;8;125;119;44;57;297;262;118;47;124;129;19;14;65;61;6;12;1625
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801712;Biskopsgården, Norra Biskopsgården;51;44;5;7;162;112;33;37;195;175;63;44;118;77;18;7;68;68;14;12;1310
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801721;Biskopsgården, Södra Länsmansgården;31;43;8;7;65;77;26;25;149;153;38;30;83;101;11;10;58;104;3;4;1026
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801722;Biskopsgården, Länsmansgårdens Centr;35;39;5;3;107;97;17;19;212;179;60;40;98;125;25;16;76;107;15;9;1284
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801723;Biskopsgården, Norra Länsmansgården;47;26;1;1;60;79;10;11;184;172;29;36;123;123;21;19;90;117;6;4;1159
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801731;Biskopsgården, Stackmolnsgatan m fl;57;39;4;1;88;100;11;20;252;240;54;26;154;147;21;15;152;188;16;19;1604
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801732;Biskopsgården, Badvädersgatan m fl;30;30;0;2;91;75;15;11;141;108;17;15;112;125;17;14;199;251;17;25;1295
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801741;Biskopsgården, Södra Biskopsgården;24;31;1;0;73;92;14;15;155;158;41;15;111;129;20;11;126;145;8;14;1183
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801742;Biskopsgården, Väderlekstorget;21;33;3;1;160;171;24;14;166;136;29;23;60;41;9;6;44;41;4;6;992
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801743;Biskopsgården, Treröset;62;62;10;7;243;243;15;30;209;208;54;32;118;108;14;18;47;61;8;7;1556
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801744;Biskopsgården, Vårväderstorget;22;28;3;0;160;178;21;19;261;174;43;22;156;112;19;18;158;267;23;20;1704
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801751;Biskopsgården, Jättesten;29;51;2;7;104;110;17;19;220;213;31;23;192;187;20;20;218;269;23;25;1780
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801752;Biskopsgården, Svartedalen;55;62;4;4;130;149;7;17;218;217;30;22;126;137;10;21;112;188;10;7;1526
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801753;Biskopsgården, Kärrsmossen;78;63;6;6;114;88;31;12;339;301;56;25;207;140;21;7;136;132;11;7;1780
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801811;Lundby, Lindholmen;126;105;6;1;326;274;22;20;273;254;26;13;213;228;15;7;95;102;5;3;2114
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801812;Lundby, Västra Rambergsstaden;46;52;1;1;270;244;33;24;321;151;46;16;152;110;25;11;135;141;15;3;1797
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801813;Lundby, Östra Rambergsstaden;45;55;2;3;181;196;9;14;261;207;14;20;153;150;6;6;166;256;8;4;1756
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801814;Lundby, Västra Brämaregården;28;24;2;4;155;178;8;13;284;223;28;25;124;132;15;11;113;196;7;14;1584
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801815;Lundby, Östra Brämaregården;34;47;1;1;280;281;22;15;256;184;30;17;86;60;11;6;37;43;3;2;1416
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801816;Lundby, Lundbyvassen;21;17;3;0;107;107;7;8;142;105;17;10;59;41;3;1;26;21;5;1;701
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801821;Lundby, Flunsås;31;27;3;2;190;224;6;10;261;195;36;15;114;98;20;7;94;135;9;8;1485
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801822;Lundby, Bjurslätt;73;55;0;3;129;117;11;18;256;276;35;35;157;142;24;13;78;130;8;14;1574
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801823;Lundby, Norra Kvillebäcken;35;37;1;0;153;162;14;12;263;183;27;14;128;107;11;4;97;149;8;9;1414
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801824;Lundby, Wieselgrensplatsen;27;29;1;1;150;146;7;6;184;170;24;23;85;99;7;3;92;148;3;7;1212
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801825;Lundby, Södra Kvillebäcken;26;46;0;5;227;263;14;13;284;226;54;23;103;78;11;8;44;71;4;4;1504
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801831;Lundby, Hilldedal;46;47;1;2;150;141;10;6;317;286;31;29;143;137;8;10;117;141;6;6;1634
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801832;Lundby, Slätta Damm;28;31;0;2;184;176;2;7;233;194;21;20;122;109;9;2;107;183;3;6;1439
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801841;Lundby, Södra Tolered;44;44;1;2;35;23;5;4;216;241;22;13;130;134;5;4;99;98;6;5;1131
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801842;Lundby, Norra Tolered;44;31;1;2;43;38;2;5;185;210;21;15;135;131;8;9;107;112;8;7;1114
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801843;Lundby, Kärrdalen;59;39;2;4;41;31;2;5;247;270;21;14;160;138;8;10;157;166;14;3;1391
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801851;Lundby, Västra Eriksberg;48;49;0;0;122;141;7;5;319;304;39;27;256;270;7;8;182;184;2;1;1971
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801852;Lundby, Södra Bräcke;32;51;0;0;108;93;6;11;230;189;14;12;126;115;2;10;72;69;7;5;1152
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801853;Lundby, Norra Bräcke;35;41;2;4;79;79;5;3;258;235;17;12;149;126;17;14;111;133;6;7;1333
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801854;Lundby, Kyrkbyn;27;20;1;1;101;97;5;8;193;149;13;8;108;99;6;6;94;190;8;6;1140
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801855;Lundby, Norra Lundby;27;36;0;0;108;118;12;8;160;124;15;11;87;70;6;7;109;169;6;3;1076
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801856;Lundby, Södra Lundby;32;33;2;2;153;146;11;13;220;178;29;13;86;64;15;9;62;58;6;5;1137
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801857;Lundby, Östra Eriksberg;30;23;1;1;118;122;1;6;318;225;19;26;210;230;4;7;140;161;5;7;1654
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801858;Lundby, Sannegården;27;44;0;0;78;95;6;5;262;207;17;15;172;183;4;5;57;74;2;2;1255
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801911;Tuve-Säve, Tången;48;39;0;0;35;25;0;1;176;196;7;7;140;139;9;5;186;179;11;8;1211
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801912;Tuve-Säve, Tuve;41;47;6;0;57;49;3;7;256;263;21;11;158;175;13;14;209;260;14;4;1608
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801913;Tuve-Säve, Gunnestorp;45;54;3;1;62;64;2;9;307;287;19;29;149;153;15;16;157;195;16;19;1602
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801914;Tuve-Säve, Glöstorp;30;19;2;1;82;74;4;5;153;105;12;24;96;117;24;18;147;219;10;11;1153
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801915;Tuve-Säve, Norumshöjd;62;50;4;3;128;114;18;12;219;258;43;42;117;122;16;21;64;121;11;12;1437
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14801921;Tuve-Säve, Säve;71;65;2;0;64;42;5;4;308;323;13;13;223;177;9;4;159;142;1;4;1629
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802011;Backa, Tingstad;49;48;0;0;89;65;8;8;228;209;15;14;179;182;9;11;155;164;4;8;1445
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802012;Backa, Brunnsbo;59;68;2;5;139;147;10;11;222;226;22;25;123;135;8;6;136;258;2;12;1616
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802013;Backa, Aröd;62;65;2;7;143;143;16;10;286;271;50;26;221;206;15;14;154;202;10;5;1908
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802021;Backa, Södra Backa;45;39;0;1;75;57;6;3;192;198;17;10;157;182;12;11;162;184;7;4;1362
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802022;Backa, Backa Röd;83;89;3;4;185;178;32;18;257;234;66;40;122;144;18;15;75;97;14;12;1686
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802023;Backa, Norra Backa;53;54;3;1;95;116;12;15;269;265;33;36;151;180;11;14;161;219;8;7;1703
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802024;Backa, Bällskär;39;26;2;0;37;27;3;1;164;164;15;9;136;145;8;7;108;111;3;4;1009
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802031;Backa, Bäckebol;22;30;0;1;60;69;2;3;118;112;11;12;106;135;8;12;124;168;5;5;1003
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802032;Backa, Backadalen;30;31;0;1;79;75;8;4;171;143;29;12;124;162;9;7;190;337;10;10;1432
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802033;Backa, Selma Lagerlöfs torg;32;35;7;1;105;97;31;15;156;123;45;25;101;66;10;7;81;120;7;4;1068
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802034;Backa, Skälltorp;43;34;3;2;91;93;3;7;244;193;12;15;187;213;16;21;204;273;32;27;1713
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802035;Backa, Åketorp;78;54;2;4;74;54;1;5;256;286;12;10;264;251;10;11;157;132;4;3;1668
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802041;Backa, Skogome-Sankt Jörgen;63;45;0;0;76;61;5;11;339;351;19;10;209;174;9;10;178;256;6;8;1830
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802111;Kärra-Rödbo, Mysterna-Svankällan;52;38;1;1;24;25;1;1;372;420;12;8;134;120;9;2;56;35;1;4;1316
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802112;Kärra-Rödbo, Gerrebacka-Ingebäck;44;42;0;1;76;75;1;4;391;395;12;15;106;88;8;5;54;46;3;2;1368
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802113;Kärra-Rödbo, Västra Kärra;44;48;0;3;55;46;1;6;201;201;5;12;152;160;10;7;119;151;3;7;1231
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802114;Kärra-Rödbo, Norra Kärra;27;31;0;0;52;55;2;2;139;130;6;4;122;149;3;5;163;248;9;6;1153
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802115;Kärra-Rödbo, Östra Kärra;56;45;2;0;57;48;3;2;194;220;12;8;139;155;4;6;154;223;4;7;1339
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802116;Kärra-Rödbo, Södra Kärra;61;37;1;2;63;59;2;1;215;187;9;13;150;180;5;5;131;164;3;5;1293
2010;kf;14;Västra Götalands län;1480;Göteborg;148001;Göteborg, Hisingen;14802121;Kärra-Rödbo, Rödbo;19;25;0;0;20;25;0;2;137;123;11;5;98;82;3;2;60;58;2;1;673
