kod_2010;namn_2010;kod_2006_troligast;namn_2006;typ;belagg
14801121;Älvsborg, Långedrag;14807705;Fiskebäck-Långedrag 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 784,40,164,89,149,13,45,19 (summa 1303) mot 2006 14807705, geometri 100.0/100.0 procent, namn olika
14801131;Älvsborg, Tångudden;14808002;Hagen-Grimmered 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 466,41,166,111,197,20,79,24 (summa 1104) mot 2006 14808002, geometri 100.0/100.0 procent, namn olika
14801132;Älvsborg, Nya Varvet;14808003;Hagen-Grimmered 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 555,39,156,85,384,71,125,42 (summa 1457) mot 2006 14808003, geometri 100.0/100.0 procent, namn olika
14801133;Älvsborg, Hagen;14808001;Hagen-Grimmered 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 367,22,134,68,214,36,39,19 (summa 899) mot 2006 14808001, geometri 100.0/100.0 procent, namn olika
14801141;Älvsborg, Grimmered;14808005;Hagen-Grimmered 5;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2006_2010.csv: 14808005 (Hagen-Grimmered 5) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (Hagen-Grimmered 5) trots att FGVAL saknas
14801142;Älvsborg, Ekebäck;14808004;Hagen-Grimmered 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 421,32,170,84,310,55,93,28 (summa 1193) mot 2006 14808004, geometri 100.0/100.0 procent, namn olika
14801211;Frölunda, Tofta;14808203;Järnbrott-Tofta 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 121,11,67,36,392,61,31,39 (summa 758) mot 2006 14808203, geometri 100.0/100.0 procent, namn olika
14801212;Frölunda, Spinetten;14808204;Järnbrott-Tofta 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 88,12,42,42,318,57,24,34 (summa 617) mot 2006 14808204, geometri 100.0/100.0 procent, namn olika
14801221;Frölunda, Ruddalen;14807804;Frölunda-Ruddalen 4;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2006_2010.csv: 14807804 (Frölunda-Ruddalen 4) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (Frölunda-Ruddalen 4) trots att FGVAL saknas
14801231;Frölunda, Västra Järnbrott;14808202;Järnbrott-Tofta 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 217,32,114,68,406,76,75,51 (summa 1039) mot 2006 14808202, geometri 100.0/100.0 procent, namn olika
14801232;Frölunda, Östra Järnbrott;14808201;Järnbrott-Tofta 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 195,19,90,49,465,86,54,31 (summa 989) mot 2006 14808201, geometri 100.0/100.0 procent, namn olika
14801241;Frölunda, Frölunda torg;14807801;Frölunda-Ruddalen 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 94,18,52,41,359,69,49,28 (summa 710) mot 2006 14807801, geometri 100.0/100.0 procent, namn olika
14801242;Frölunda, Gånglåten m fl;14807803;Frölunda-Ruddalen 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 135,15,58,80,590,109,81,68 (summa 1136) mot 2006 14807803, geometri 100.0/100.0 procent, namn olika
14801243;Frölunda, Frölunda;14807802;Frölunda-Ruddalen 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 92,13,62,29,400,61,38,40 (summa 735) mot 2006 14807802, geometri 100.0/100.0 procent, namn olika
14801311;Askim, Hult;14807501;Askim-Hovås 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 497,23,143,85,225,18,28,26 (summa 1045) mot 2006 14807501, geometri 100.0/100.0 procent, namn olika
14801312;Askim, Pilegården;14807502;Askim-Hovås 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 220,19,78,42,349,41,54,42 (summa 845) mot 2006 14807502, geometri 100.0/100.0 procent, namn olika
14801313;Askim, Askim;14807504;Askim-Hovås 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 403,22,115,66,179,23,44,17 (summa 869) mot 2006 14807504, geometri 100.0/100.0 procent, namn olika
14801314;Askim, Norra Sisjön;14807503;Askim-Hovås 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 444,47,139,75,327,50,54,38 (summa 1174) mot 2006 14807503, geometri 100.0/100.0 procent, namn olika
14801315;Askim, Södra Sisjön;14807506;Askim-Hovås 6;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 572,33,191,90,263,15,40,26 (summa 1230) mot 2006 14807506, geometri 100.0/100.0 procent, namn olika
14801316;Askim, Norra Hovås;14807505;Askim-Hovås 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 419,33,129,77,166,21,32,12 (summa 889) mot 2006 14807505, geometri 100.0/100.0 procent, namn olika
14801321;Askim, Södra Hovås;14807507;Askim-Hovås 7;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 522,18,90,66,60,6,5,13 (summa 780) mot 2006 14807507, geometri 100.0/100.0 procent, namn olika
14801322;Askim, Trollåsen;14807508;Askim-Hovås 8;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 623,34,148,55,99,12,16,5 (summa 992) mot 2006 14807508, geometri 100.0/100.0 procent, namn olika
14801331;Askim, Billdal;14807604;Billdal 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 693,58,237,135,255,25,68,24 (summa 1495) mot 2006 14807604, geometri 100.0/100.0 procent, namn olika
14801332;Askim, Nygård;14807606;Billdal 6;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 487,33,133,92,201,13,38,19 (summa 1016) mot 2006 14807606, geometri 100.0/100.0 procent, namn olika
14801333;Askim, Skintebo;14807605;Billdal 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 346,45,183,70,259,30,43,23 (summa 999) mot 2006 14807605, geometri 100.0/100.0 procent, namn olika
14801334;Askim, Brottkärr;14807601;Billdal 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 419,19,96,52,54,4,19,11 (summa 674) mot 2006 14807601, geometri 100.0/100.0 procent, namn olika
14801335;Askim, Lyckhem;14807602;Billdal 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 436,13,154,57,153,20,22,20 (summa 875) mot 2006 14807602, geometri 100.0/100.0 procent, namn olika
14801336;Askim, Lindås;14807603;Billdal 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 518,33,171,87,186,15,21,9 (summa 1040) mot 2006 14807603, geometri 100.0/100.0 procent, namn olika
14801411;Tynnered, Bratthammar;14808702;Skattegården-Guldringen 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 579,29,201,223,481,41,48,25 (summa 1627) mot 2006 14808702, geometri 100.0/100.0 procent, namn olika
14801421;Tynnered, Beryllgatan-Guldringen;14808703;Skattegården-Guldringen 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 255,26,106,128,691,82,58,72 (summa 1418) mot 2006 14808703, geometri 100.0/100.0 procent, namn olika
14801431;Tynnered, Tynnered;14808701;Skattegården-Guldringen 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 254,25,112,143,620,81,69,58 (summa 1362) mot 2006 14808701, geometri 100.0/100.0 procent, namn olika
14801441;Tynnered, Korsåsen;14807904;Grevegården-Ängås 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 191,17,78,70,433,58,48,15 (summa 910) mot 2006 14807904, geometri 100.0/100.0 procent, namn olika
14801442;Tynnered, Ängås;14807903;Grevegården-Ängås 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 102,5,37,51,431,88,50,43 (summa 807) mot 2006 14807903, geometri 100.0/100.0 procent, namn olika
14801451;Tynnered, Västra Önnered;14808604;Näset-Önnered 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 392,32,134,281,228,20,20,19 (summa 1126) mot 2006 14808604, geometri 100.0/100.0 procent, namn olika
14801452;Tynnered, Östra Önnered;14808605;Näset-Önnered 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 399,30,141,169,414,52,44,26 (summa 1275) mot 2006 14808605, geometri 100.0/100.0 procent, namn olika
14801461;Tynnered, Grevegården;14807901;Grevegården-Ängås 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 128,22,67,53,377,65,43,39 (summa 794) mot 2006 14807901, geometri 100.0/100.0 procent, namn olika
14801462;Tynnered, Skattegården;14807902;Grevegården-Ängås 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 116,16,59,103,545,72,42,24 (summa 977) mot 2006 14807902, geometri 100.0/100.0 procent, namn olika
14801471;Tynnered, Södra Näset;14808601;Näset-Önnered 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 529,24,173,105,197,12,29,21 (summa 1090) mot 2006 14808601, geometri 100.0/100.0 procent, namn olika
14801472;Tynnered, Norra Näset;14808602;Näset-Önnered 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 582,26,221,155,360,19,49,34 (summa 1446) mot 2006 14808602, geometri 100.0/100.0 procent, namn olika
14801473;Tynnered, Åkered;14808603;Näset-Önnered 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 568,41,206,104,272,22,37,26 (summa 1276) mot 2006 14808603, geometri 100.0/100.0 procent, namn olika
14801481;Tynnered, Södra Opaltorget;14808606;Näset-Önnered 6;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 163,10,66,49,318,42,32,37 (summa 717) mot 2006 14808606, geometri 100.0/100.0 procent, namn olika
14801482;Tynnered, Norra Opaltorget;14808607;Näset-Önnered 7;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 130,20,55,69,482,74,44,79 (summa 953) mot 2006 14808607, geometri 100.0/100.0 procent, namn olika
14801511;Södra Skärgården, Donsö-Vrångö;14808803;Styrsö 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 154,40,155,560,160,19,23,18 (summa 1129) mot 2006 14808803, geometri 100.0/100.0 procent, namn olika
14801512;Södra Skärgården, Styrsö-Köpstadsö;14808802;Styrsö 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 174,71,149,150,180,63,66,23 (summa 876) mot 2006 14808802, geometri 100.0/100.0 procent, namn olika
14801513;Södra Skärgården, Brännö-Asperö;14808801;Styrsö 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 151,28,71,63,212,59,130,11 (summa 725) mot 2006 14808801, geometri 100.0/100.0 procent, namn olika
14801611;Torslanda, Hjuvik;14800502;Hjuvik 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 520,47,169,117,262,22,96,18 (summa 1251) mot 2006 14800502, geometri 100.0/100.0 procent, namn olika
14801612;Torslanda, Hällsvik;14800503;Hjuvik 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 456,36,139,93,367,26,41,34 (summa 1192) mot 2006 14800503, geometri 100.0/100.0 procent, namn olika
14801613;Torslanda, Andalen;14800501;Hjuvik 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 479,49,152,87,363,26,67,37 (summa 1260) mot 2006 14800501, geometri 100.0/100.0 procent, namn olika
14801621;Torslanda, Tumlehed;14801103;Nolered-Torslanda 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 296,45,111,55,492,36,61,39 (summa 1135) mot 2006 14801103, geometri 100.0/100.0 procent, namn olika
14801622;Torslanda, Domarringen m fl;14801104;Nolered-Torslanda 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 307,59,150,73,530,26,48,41 (summa 1234) mot 2006 14801104, geometri 100.0/100.0 procent, namn olika
14801623;Torslanda, Torslanda;14801105;Nolered-Torslanda 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 327,85,153,76,493,55,52,74 (summa 1315) mot 2006 14801105, geometri 100.0/100.0 procent, namn olika
14801624;Torslanda, Nolered;14801102;Nolered-Torslanda 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 328,63,157,77,421,35,74,32 (summa 1187) mot 2006 14801102, geometri 100.0/100.0 procent, namn olika
14801625;Torslanda, Amhult-Arendal;14801101;Nolered-Torslanda 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 235,30,78,49,332,22,45,34 (summa 825) mot 2006 14801101, geometri 100.0/100.0 procent, namn olika
14801631;Torslanda, Lilleby;14800302;Björlanda 2;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2006_2010.csv: 14800302 (Björlanda 2) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (Björlanda 2) trots att FGVAL saknas
14801632;Torslanda, Björlanda;14800303;Björlanda 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 348,78,97,90,424,45,65,56 (summa 1203) mot 2006 14800303, geometri 99.6/100.0 procent, namn olika
14801633;Torslanda, Kvisljungeby;14800301;Björlanda 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 337,59,108,56,397,41,38,55 (summa 1091) mot 2006 14800301, geometri 100.0/100.0 procent, namn olika
14801711;Biskopsgården, Svarte Mosse;14800205;Biskopsgården 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 40,11,32,33,550,84,33,16 (summa 799) mot 2006 14800205, geometri 100.0/100.0 procent, namn olika
14801712;Biskopsgården, Norra Biskopsgården;14800206;Biskopsgården 6;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 29,13,22,14,402,90,43,20 (summa 633) mot 2006 14800206, geometri 100.0/100.0 procent, namn olika
14801721;Biskopsgården, Södra Länsmansgården;14801001;Länsmansgården 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 57,2,26,15,319,55,34,32 (summa 540) mot 2006 14801001, geometri 100.0/100.0 procent, namn olika
14801722;Biskopsgården, Länsmansgårdens Centr;14801002;Länsmansgården 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 55,12,42,27,444,76,33,45 (summa 734) mot 2006 14801002, geometri 100.0/100.0 procent, namn olika
14801723;Biskopsgården, Norra Länsmansgården;14801003;Länsmansgården 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 78,14,44,30,411,55,32,42 (summa 706) mot 2006 14801003, geometri 100.0/100.0 procent, namn olika
14801731;Biskopsgården, Stackmolnsgatan m fl;14800605;Jättesten-Svartedalen 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 98,14,41,30,526,80,53,59 (summa 901) mot 2006 14800605, geometri 100.0/100.0 procent, namn olika
14801732;Biskopsgården, Badvädersgatan m fl;14800604;Jättesten-Svartedalen 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 84,7,31,39,487,49,26,45 (summa 768) mot 2006 14800604, geometri 100.0/100.0 procent, namn olika
14801741;Biskopsgården, Södra Biskopsgården;14800203;Biskopsgården 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 87,9,37,27,398,66,39,25 (summa 688) mot 2006 14800203, geometri 100.0/100.0 procent, namn olika
14801742;Biskopsgården, Väderlekstorget;14800204;Biskopsgården 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 60,15,33,27,264,107,73,17 (summa 596) mot 2006 14800204, geometri 100.0/100.0 procent, namn olika
14801743;Biskopsgården, Treröset;14800201;Biskopsgården 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 79,7,33,13,468,104,110,30 (summa 844) mot 2006 14800201, geometri 100.0/100.0 procent, namn olika
14801744;Biskopsgården, Vårväderstorget;14800202;Biskopsgården 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 76,15,33,30,499,119,59,41 (summa 872) mot 2006 14800202, geometri 100.0/100.0 procent, namn olika
14801751;Biskopsgården, Jättesten;14800603;Jättesten-Svartedalen 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 178,17,66,46,690,92,49,31 (summa 1169) mot 2006 14800603, geometri 100.0/100.0 procent, namn olika
14801752;Biskopsgården, Svartedalen;14800602;Jättesten-Svartedalen 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 116,16,48,31,574,102,57,48 (summa 992) mot 2006 14800602, geometri 100.0/100.0 procent, namn olika
14801753;Biskopsgården, Kärrsmossen;14800601;Jättesten-Svartedalen 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 238,23,107,51,423,80,82,33 (summa 1037) mot 2006 14800601, geometri 100.0/100.0 procent, namn olika
14801811;Lundby, Lindholmen;14800402;Brämaregården 2;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2006_2010.csv: 14800402 (Brämaregården 2) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (Brämaregården 2) trots att FGVAL saknas
14801812;Lundby, Västra Rambergsstaden;14800403;Brämaregården 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 146,20,91,26,444,100,90,39 (summa 956) mot 2006 14800403, geometri 100.0/100.0 procent, namn olika
14801813;Lundby, Östra Rambergsstaden;14800404;Brämaregården 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 155,29,88,65,556,111,86,59 (summa 1149) mot 2006 14800404, geometri 100.0/100.0 procent, namn olika
14801814;Lundby, Västra Brämaregården;14800405;Brämaregården 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 169,22,95,56,453,93,109,44 (summa 1041) mot 2006 14800405, geometri 100.0/100.0 procent, namn olika
14801815;Lundby, Östra Brämaregården;14800401;Brämaregården 1;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2006_2010.csv: 14800401 (Brämaregården 1) täcker 100.0 procent av det nya distriktet, 19.5 procent av det gamla ligger där, 1 källor över 5 procent
14801816;Lundby, Lundbyvassen;14800401;Brämaregården 1;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2006_2010.csv: 14800401 (Brämaregården 1) täcker 100.0 procent av det nya distriktet, 80.5 procent av det gamla ligger där, 1 källor över 5 procent
14801821;Lundby, Flunsås;14800703;Kvillebäcken 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 151,22,82,33,414,74,94,32 (summa 902) mot 2006 14800703, geometri 100.0/100.0 procent, namn olika
14801822;Lundby, Bjurslätt;14800704;Kvillebäcken 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 157,21,65,44,432,90,97,23 (summa 929) mot 2006 14800704, geometri 100.0/100.0 procent, namn olika
14801823;Lundby, Norra Kvillebäcken;14800705;Kvillebäcken 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 172,27,68,37,390,77,63,53 (summa 887) mot 2006 14800705, geometri 100.0/100.0 procent, namn olika
14801824;Lundby, Wieselgrensplatsen;14800702;Kvillebäcken 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 98,7,56,28,341,63,61,27 (summa 681) mot 2006 14800702, geometri 100.0/100.0 procent, namn olika
14801825;Lundby, Södra Kvillebäcken;14800701;Kvillebäcken 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 132,30,72,21,341,118,107,35 (summa 856) mot 2006 14800701, geometri 100.0/100.0 procent, namn olika
14801831;Lundby, Hilldedal;14800905;Kärrdalen-Slätta Damm 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 173,15,81,41,398,82,64,34 (summa 888) mot 2006 14800905, geometri 100.0/100.0 procent, namn olika
14801832;Lundby, Slätta Damm;14800904;Kärrdalen-Slätta Damm 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 130,23,78,40,461,91,80,65 (summa 968) mot 2006 14800904, geometri 100.0/100.0 procent, namn olika
14801841;Lundby, Södra Tolered;14800901;Kärrdalen-Slätta Damm 1;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 183,21,105,35,394,56,47,27 (summa 868) mot 2006 14800901, geometri 100.0/100.0 procent, namn olika
14801842;Lundby, Norra Tolered;14800902;Kärrdalen-Slätta Damm 2;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 248,27,90,63,315,56,39,14 (summa 852) mot 2006 14800902, geometri 100.0/100.0 procent, namn olika
14801843;Lundby, Kärrdalen;14800903;Kärrdalen-Slätta Damm 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 330,34,116,60,378,49,49,49 (summa 1065) mot 2006 14800903, geometri 100.0/100.0 procent, namn olika
14801851;Lundby, Västra Eriksberg;14801202;Sannegården 2;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2006_2010.csv: 14801202 (Sannegården 2) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (Sannegården 2) trots att FGVAL saknas
14801852;Lundby, Södra Bräcke;14801203;Sannegården 3;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 121,27,63,33,336,87,66,48 (summa 781) mot 2006 14801203, geometri 100.0/100.0 procent, namn olika
14801853;Lundby, Norra Bräcke;14801204;Sannegården 4;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 167,24,74,38,467,69,45,45 (summa 929) mot 2006 14801204, geometri 100.0/100.0 procent, namn olika
14801854;Lundby, Kyrkbyn;14801205;Sannegården 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 89,21,36,26,432,75,72,48 (summa 799) mot 2006 14801205, geometri 100.0/100.0 procent, namn olika
14801855;Lundby, Norra Lundby;14801206;Sannegården 6;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 113,18,69,29,324,46,71,27 (summa 697) mot 2006 14801206, geometri 100.0/100.0 procent, namn olika
14801856;Lundby, Södra Lundby;14801207;Sannegården 7;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 127,20,64,37,280,76,61,26 (summa 691) mot 2006 14801207, geometri 100.0/100.0 procent, namn olika
14801857;Lundby, Östra Eriksberg;14801201;Sannegården 1;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2006_2010.csv: 14801201 (Sannegården 1) täcker 100.0 procent av det nya distriktet, 84.1 procent av det gamla ligger där, 1 källor över 5 procent
14801858;Lundby, Sannegården;14801201;Sannegården 1;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2006_2010.csv: 14801201 (Sannegården 1) täcker 100.0 procent av det nya distriktet, 15.9 procent av det gamla ligger där, 1 källor över 5 procent
14801911;Tuve-Säve, Tången;14801405;Tuve-Säve 5;namnbyte;FGVAL kf+rd+rf ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 267,45,127,74,415,34,50,34 (summa 1046) mot 2006 14801405, geometri 100.0/100.0 procent, namn olika
