ar;val;kod;namn;ogiltiga_ej_anmalda;blanka;ogiltiga_ovriga;kalla_fil
2018;kf;14805152;Askim-Frölunda-Högsbo, Järnbrott, V;0;5;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805153;Askim-Frölunda-Högsbo, Järnbrott, Ö;2;3;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805171;Askim-Frölunda-Högsbo, Frölunda;1;5;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805172;Askim-Frölunda-Högsbo, Frölunda Torg;2;7;2;2018_K_per_valdistrikt.xlsx
2018;kf;14805173;Askim-Frölunda-Högsbo, Gånglåten;1;7;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805174;Askim-Frölunda-Högsbo, Mandolingatan;0;9;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805181;Västra Göteborg, Korsåsen;2;9;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805182;Västra Göteborg, Ängås;0;18;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805191;Västra Göteborg, Önnered, Västra;0;8;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805192;Västra Göteborg, Önnered, Östra;0;6;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805201;Västra Göteborg, Grevegården;2;11;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805202;Västra Göteborg, Skattegården;4;11;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805211;Västra Göteborg, Näset, Norra;0;6;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805212;Västra Göteborg, Näset, Södra;0;6;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805213;Västra Göteborg, Välen;0;7;2;2018_K_per_valdistrikt.xlsx
2018;kf;14805214;Västra Göteborg, Åkered;1;2;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805221;Västra Göteborg, Opaltorget, Norra;1;8;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805222;Västra Göteborg, Opaltorget, Södra;0;10;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805231;Askim-Frölunda-Högsbo, Askim;1;2;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805232;Askim-Frölunda-Högsbo, Hovås, Norra;2;3;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805233;Askim-Frölunda-Högsbo, Hult;0;8;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805234;Askim-Frölunda-Högsbo, Pilegården;0;20;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805235;Askim-Frölunda-Högsbo, Sisjön, N;0;4;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805236;Askim-Frölunda-Högsbo, Sisjön, S;0;9;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805237;Askim-Frölunda-Högsbo, Sisjön, V;0;12;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805241;Askim-Frölunda-Högsbo, Hovås, Södra;2;0;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805242;Askim-Frölunda-Högsbo, Trollåsen;1;0;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805251;Askim-Frölunda-Högsbo, Billdal, N;0;4;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805252;Askim-Frölunda-Högsbo, Billdal, S;0;3;2;2018_K_per_valdistrikt.xlsx
2018;kf;14805253;Askim-Frölunda-Högsbo, Brottkärr;1;5;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805254;Askim-Frölunda-Högsbo, Lindås;0;5;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805255;Askim-Frölunda-Högsbo, Lyckhem;0;5;1;2018_K_per_valdistrikt.xlsx
2018;kf;14805256;Askim-Frölunda-Högsbo, Nygård;0;4;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805257;Askim-Frölunda-Högsbo, Skintebo;0;4;0;2018_K_per_valdistrikt.xlsx
2018;kf;14805258;Askim-Frölunda-Högsbo, Uggleberget;0;1;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806011;Angered, Lövgärdet, Nedre;0;0;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806012;Angered, Lövgärdet, Övre;0;0;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806013;Angered, Lövgärdets Centrum;0;6;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806021;Angered, Rannebergen, Norra;0;9;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806022;Angered, Rannebergen, Södra;0;4;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806031;Angered, Gårdsten, Norra;1;2;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806032;Angered, Gårdsten, Södra;1;2;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806033;Angered, Gårdsten, Västra;1;6;2;2018_K_per_valdistrikt.xlsx
2018;kf;14806034;Angered, Gårdsten, Östra;0;5;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806041;Angered, Angereds Centrum;0;6;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806042;Angered, Trägårdsgärdet;0;4;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806051;Angered, Agnesberg;0;8;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806061;Angered, Hammarkullen, Centrum;0;7;3;2018_K_per_valdistrikt.xlsx
2018;kf;14806062;Angered, Hammarkullen, Västra;0;6;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806063;Angered, Hammarkullen, Östra;0;5;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806064;Angered, Sandeslätt;0;6;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806101;Angered, Gunnilse-Linnarhult;0;6;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806111;Angered, Bergum;0;12;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806112;Angered, Björsared;1;8;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806113;Angered, Olofstorp;0;13;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806121;Angered, Bläsebo;0;2;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806122;Angered, Hjällbo, Norra;1;9;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806123;Angered, Hjällbo, Södra;0;2;1;2018_K_per_valdistrikt.xlsx
2018;kf;14806124;Angered, Skolspåret;2;5;0;2018_K_per_valdistrikt.xlsx
2018;kf;14806131;Angered, Eriksbo;0;13;3;2018_K_per_valdistrikt.xlsx
2018;kf;14807011;Västra Hisingen, Biskopsgården, N;0;6;2;2018_K_per_valdistrikt.xlsx
2018;kf;14807012;Västra Hisingen, Svarte Mosse;0;4;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807021;Västra Hisingen, Länsmansgården, C;0;8;1;2018_K_per_valdistrikt.xlsx
2018;kf;14807022;Västra Hisingen, Länsmansgården, N;0;5;2;2018_K_per_valdistrikt.xlsx
2018;kf;14807023;Västra Hisingen, Länsmansgården, S;0;9;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807031;Västra Hisingen, Länsmansgården, Ö;0;8;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807032;Västra Hisingen, Svartedalen, Norra;0;8;1;2018_K_per_valdistrikt.xlsx
2018;kf;14807041;Västra Hisingen, Andalen;0;11;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807042;Västra Hisingen, Gossbydal-Trånget;1;7;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807043;Västra Hisingen, Hjuvik;0;9;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807044;Västra Hisingen, Hällsvik;0;5;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807051;Västra Hisingen, Amhult-Arendal;0;16;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807052;Västra Hisingen, Domarringen m fl;0;7;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807053;Västra Hisingen, Nolered;1;10;1;2018_K_per_valdistrikt.xlsx
2018;kf;14807054;Västra Hisingen, Torslanda;0;13;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807055;Västra Hisingen, Torslanda Torg;0;9;1;2018_K_per_valdistrikt.xlsx
2018;kf;14807056;Västra Hisingen, Tumlehed;0;6;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807061;Västra Hisingen, Björlanda;2;5;1;2018_K_per_valdistrikt.xlsx
2018;kf;14807062;Västra Hisingen, Kvisljungeby;1;10;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807063;Västra Hisingen, Lilleby;0;5;1;2018_K_per_valdistrikt.xlsx
2018;kf;14807064;Västra Hisingen, Nolvik;0;5;1;2018_K_per_valdistrikt.xlsx
2018;kf;14807065;Västra Hisingen, Älvegården m fl;0;0;2;2018_K_per_valdistrikt.xlsx
2018;kf;14807081;Västra Hisingen, Biskopsgården, S;0;5;3;2018_K_per_valdistrikt.xlsx
2018;kf;14807082;Västra Hisingen, Treröset;1;4;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807083;Västra Hisingen, Vårväderstorget;0;4;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807084;Västra Hisingen, Väderlekstorget;3;7;0;2018_K_per_valdistrikt.xlsx
2018;kf;14807091;Västra Hisingen, Jättesten;1;15;2;2018_K_per_valdistrikt.xlsx
2018;kf;14807092;Västra Hisingen, Kärrmossen;0;1;2;2018_K_per_valdistrikt.xlsx
2018;kf;14807093;Västra Hisingen, Svartedalen, Södra;0;8;1;2018_K_per_valdistrikt.xlsx
2018;kf;14807094;Västra Hisingen, Önskevädersg. m fl;0;4;0;2018_K_per_valdistrikt.xlsx
